customer_id,latitude,longitude,tower_id,city,state,zip_code,distance_from_tower_km,urbanization_level
15687,25.73249202,-80.14788568,29876,Miami,FL,90453,19.36,Low
15688,25.74309689,-80.21473841,49375,Miami,FL,38603,14.46,High
15689,34.07035729,-118.2566993,38583,Los Angeles,CA,16498,18.86,High
15690,29.71476234,-95.33610731,41098,Houston,TX,13716,12.23,Low
15691,40.73803934,-74.04120663,28566,New York,NY,50541,12.01,Medium
15692,41.89026536,-87.6292824,13873,Chicago,IL,93775,16.35,High
15693,40.67434661,-73.97651143,7888,New York,NY,34998,7.41,Medium
15694,40.71079904,-74.02906707,33947,New York,NY,93091,6.6,High
15695,41.92406754,-87.6006119,20906,Chicago,IL,74395,5.04,High
15696,29.76402159,-95.38432284,27877,Houston,TX,90934,18.2,High
15697,41.8593061,-87.64964791,3865,Chicago,IL,18171,7.18,Low
15698,41.89385287,-87.61863849,2936,Chicago,IL,50197,14.68,Low
15699,29.75711194,-95.40624928,4052,Houston,TX,26265,2.22,Low
15700,41.84517341,-87.61495214,26818,Chicago,IL,98041,11.23,Low
15701,25.78652242,-80.2023906,42614,Miami,FL,94795,8.26,Medium
15702,40.67646277,-74.02159179,37470,New York,NY,34614,5.62,High
15703,25.75769728,-80.16300692,30939,Miami,FL,18639,1.64,Low
15704,29.79691328,-95.33940878,2347,Houston,TX,91794,12.02,Medium
15705,29.79348451,-95.3393924,30214,Houston,TX,48233,2.48,High
15706,40.66759958,-74.03245588,393,New York,NY,39072,13.29,High
15707,29.75705735,-95.38840727,23594,Houston,TX,77944,17.39,High
15708,40.68578309,-74.03931136,35501,New York,NY,94529,6.29,Low
15709,41.89315102,-87.63432879,2890,Chicago,IL,58074,9.8,High
15710,25.71552253,-80.16024994,17647,Miami,FL,46479,15.13,Low
15711,41.91574589,-87.67083999,22548,Chicago,IL,28224,14.58,Medium
15712,29.7781761,-95.39857421,37260,Houston,TX,34165,9.39,High
15713,40.69625459,-73.99438264,6681,New York,NY,93034,0.34,High
15714,40.72617407,-73.96765754,26587,New York,NY,90443,12.25,High
15715,29.73636723,-95.40719723,47874,Houston,TX,89799,12.98,Medium
15716,34.07194449,-118.2403175,2987,Los Angeles,CA,86129,1.2,High
15717,40.70245585,-73.98128802,27311,New York,NY,91881,7.34,High
15718,34.06300665,-118.2214475,1915,Los Angeles,CA,90566,3.1,High
15719,41.83992477,-87.67435025,5767,Chicago,IL,90244,0.93,High
15720,40.68332322,-74.03685803,15455,New York,NY,70448,4.85,Medium
15721,41.85907219,-87.67514927,19663,Chicago,IL,10676,19.79,High
15722,41.86691844,-87.58921748,25052,Chicago,IL,94589,17,Low
15723,25.80035272,-80.21248471,4215,Miami,FL,23662,6.74,Medium
15724,41.84904945,-87.66750083,32000,Chicago,IL,70271,11.31,High
15725,41.91496636,-87.67590136,25584,Chicago,IL,97526,12.65,Medium
15726,41.91513194,-87.61753753,27639,Chicago,IL,55527,2.35,Low
15727,34.03081595,-118.1966866,42052,Los Angeles,CA,12650,12.58,Low
15728,34.06984665,-118.2534614,5900,Los Angeles,CA,40309,1.06,Low
15729,25.73737499,-80.14501449,21433,Miami,FL,78088,7.92,Low
15730,29.73665636,-95.39031635,21331,Houston,TX,76866,9.3,Medium
15731,34.04263598,-118.1937219,46015,Los Angeles,CA,64630,2.38,Medium
15732,34.04415561,-118.2004792,7578,Los Angeles,CA,92803,5.99,High
15733,40.70498891,-74.0314583,5677,New York,NY,70710,18.23,High
15734,40.70841835,-73.95922836,18179,New York,NY,61549,11,Low
15735,25.73586186,-80.22846279,47242,Miami,FL,40297,7.45,Medium
15736,40.73422976,-74.02058464,19286,New York,NY,84172,5.95,High
15737,29.7879627,-95.37539075,28613,Houston,TX,55260,13.5,Medium
15738,40.7170981,-74.05144425,34407,New York,NY,33015,17.15,High
15739,41.8777343,-87.60859699,7197,Chicago,IL,16434,16.69,Low
15740,40.75137891,-73.98334101,37189,New York,NY,39005,19.21,High
15741,29.80915928,-95.35216245,45410,Houston,TX,80841,17.57,High
15742,40.70905664,-73.99247815,11057,New York,NY,73011,16.21,Medium
15743,34.03039789,-118.2292823,23595,Los Angeles,CA,67755,9.57,Medium
15744,29.79831987,-95.38986119,35559,Houston,TX,89262,7.64,Low
15745,29.7711634,-95.35853531,49697,Houston,TX,38906,6.04,Medium
15746,25.74907069,-80.23357117,34159,Miami,FL,78028,16.54,High
15747,40.69877918,-74.04448424,32099,New York,NY,85189,16.45,Low
15748,40.72608438,-73.97892007,20705,New York,NY,12350,18.47,High
15749,25.77918557,-80.15277294,47273,Miami,FL,10569,1.03,Medium
15750,34.03075671,-118.2651939,43055,Los Angeles,CA,69183,17.98,Medium
15751,40.7091123,-73.97901685,5397,New York,NY,38436,4.17,High
15752,29.74667802,-95.35305685,39273,Houston,TX,86976,9.18,Low
15753,29.77674472,-95.41046502,8188,Houston,TX,13335,13.96,High
15754,25.7517672,-80.16769976,38265,Miami,FL,71476,8.32,High
15755,34.02794646,-118.2806643,48216,Los Angeles,CA,53619,7.89,Low
15756,29.71922687,-95.34940001,27344,Houston,TX,65318,5.68,High
15757,41.85438493,-87.65764226,27522,Chicago,IL,58862,5.59,Medium
15758,25.80671775,-80.19589394,3501,Miami,FL,82426,7.79,High
15759,40.75085658,-74.02105943,37756,New York,NY,29217,16.64,Medium
15760,29.75682304,-95.38381011,28927,Houston,TX,60314,0.49,Low
15761,34.04883952,-118.2032027,19965,Los Angeles,CA,19620,11.43,Medium
15762,25.80149621,-80.18145103,3114,Miami,FL,59619,8.63,High
15763,41.90047706,-87.64922438,5266,Chicago,IL,13298,7.6,High
15764,40.67840008,-74.01752864,1440,New York,NY,74630,6.97,Medium
15765,40.67119866,-74.01626884,39583,New York,NY,93389,18.1,Medium
15766,25.77774073,-80.16489134,9313,Miami,FL,55823,8.18,Low
15767,29.71887992,-95.35425362,42948,Houston,TX,83459,8.08,High
15768,41.84053372,-87.63586396,23285,Chicago,IL,14043,18.13,Medium
15769,29.74528149,-95.40550615,9319,Houston,TX,26653,17.24,Medium
15770,25.78058972,-80.16659547,25806,Miami,FL,15901,12.39,Medium
15771,29.73133668,-95.39683188,27599,Houston,TX,32198,18.93,High
15772,41.83083671,-87.58404393,35890,Chicago,IL,65939,0.68,High
15773,34.05465101,-118.2842447,31548,Los Angeles,CA,42625,18.68,Medium
15774,29.78751757,-95.41452078,37434,Houston,TX,98429,15.27,Low
15775,34.02398149,-118.2032441,20909,Los Angeles,CA,44909,18.69,Low
15776,34.05376584,-118.2678049,34820,Los Angeles,CA,37250,8.42,Low
15777,41.84091182,-87.63974726,41381,Chicago,IL,56061,7.89,High
15778,29.72179382,-95.34961759,21442,Houston,TX,78859,5.51,High
15779,40.72730245,-74.03347121,44235,New York,NY,89671,14.73,High
15780,25.79563712,-80.20363099,9704,Miami,FL,64243,4.5,Low
15781,29.75390475,-95.36452639,7688,Houston,TX,99966,0.91,High
15782,41.82977058,-87.58770108,23597,Chicago,IL,12133,4.74,Medium
15783,34.07523085,-118.2696891,41083,Los Angeles,CA,35804,5.3,Low
15784,34.04367923,-118.2695093,2746,Los Angeles,CA,42972,19.35,High
15785,40.72304656,-73.98369711,33266,New York,NY,40567,17.81,Medium
15786,25.76312231,-80.22609932,13823,Miami,FL,31073,13.94,High
15787,25.76451997,-80.16250778,382,Miami,FL,55342,15.96,High
15788,40.70498693,-74.04638103,17438,New York,NY,26553,17.44,Medium
15789,41.91115984,-87.62893109,47861,Chicago,IL,28069,7.32,High
15790,29.72270323,-95.35019784,49642,Houston,TX,58346,12.07,High
15791,29.80996732,-95.40496553,9934,Houston,TX,89756,6.18,Low
15792,40.74556085,-73.98479358,5500,New York,NY,34531,10.76,High
15793,29.76505369,-95.41783987,26888,Houston,TX,37918,3.92,Low
15794,40.70476523,-74.05060327,14430,New York,NY,28514,4.2,Low
15795,29.79186852,-95.33412594,34360,Houston,TX,53877,14.13,Low
15796,34.06363469,-118.2395822,16460,Los Angeles,CA,39966,8.34,High
15797,25.76059266,-80.19809019,17439,Miami,FL,13146,11.21,Low
15798,29.72756128,-95.3613807,15289,Houston,TX,10723,0.72,Low
15799,25.74709985,-80.17830046,8061,Miami,FL,30746,15.77,Medium
15800,29.79316266,-95.32084789,15000,Houston,TX,33807,19.64,Medium
15801,40.7497871,-73.99135328,9351,New York,NY,35105,4.28,Low
15802,34.0493107,-118.2708873,20602,Los Angeles,CA,19937,3.49,Medium
15803,34.01717962,-118.2151949,11430,Los Angeles,CA,36012,6.72,High
15804,25.81125328,-80.17950046,7552,Miami,FL,13550,7,Medium
15805,25.72418359,-80.17614281,14443,Miami,FL,67658,13.93,Medium
15806,25.7979093,-80.20430497,49983,Miami,FL,46505,14.14,Low
15807,25.74822025,-80.14774015,47371,Miami,FL,15145,11.1,High
15808,34.05955084,-118.2397724,16781,Los Angeles,CA,61548,16.62,High
15809,29.77418085,-95.38873345,27163,Houston,TX,19535,10.38,High
15810,40.75851541,-74.04119567,38787,New York,NY,48955,7.75,High
15811,29.71877078,-95.38521439,33148,Houston,TX,82350,6.75,Medium
15812,25.79998426,-80.20994154,14747,Miami,FL,98760,5.68,Medium
15813,41.86928451,-87.60663645,20594,Chicago,IL,76490,13.14,High
15814,25.73594897,-80.14441667,9474,Miami,FL,12268,7.09,Low
15815,25.73405842,-80.16001657,22375,Miami,FL,52975,6.56,Medium
15816,29.80383999,-95.33064652,13358,Houston,TX,50486,14.36,Low
15817,25.71275239,-80.21868129,31634,Miami,FL,47034,7.6,Low
15818,25.76310894,-80.21776351,7832,Miami,FL,61798,11.77,Medium
15819,40.7428729,-74.04667048,49496,New York,NY,87496,10.28,Medium
15820,34.03547931,-118.2332524,12926,Los Angeles,CA,92853,1.91,Low
15821,29.80636325,-95.35564499,25611,Houston,TX,89551,15.31,High
15822,41.86092527,-87.58869877,6345,Chicago,IL,78136,5.89,Low
15823,25.74814712,-80.19957473,27247,Miami,FL,54709,11.46,High
15824,40.66463854,-74.00608771,17251,New York,NY,19859,13.13,Medium
15825,34.0780005,-118.2339854,49745,Los Angeles,CA,12675,3.4,Medium
15826,25.73539228,-80.21715543,9842,Miami,FL,45679,8.77,Medium
15827,41.85536924,-87.63652606,631,Chicago,IL,75557,4.47,Low
15828,34.0456808,-118.2675453,16500,Los Angeles,CA,69146,0.32,High
15829,41.88948223,-87.59157393,568,Chicago,IL,59298,17.19,Low
15830,25.73992473,-80.19655526,18943,Miami,FL,56265,12.36,Medium
15831,41.90499326,-87.63501316,32693,Chicago,IL,76330,5.01,Medium
15832,34.05081376,-118.2016251,49294,Los Angeles,CA,95934,19.38,Medium
15833,41.92114881,-87.60246975,982,Chicago,IL,37003,1.89,High
15834,25.73522955,-80.16192115,1721,Miami,FL,37385,18.16,Medium
15835,40.67059312,-74.03552248,3587,New York,NY,39256,18.43,Medium
15836,29.79736056,-95.33171033,49597,Houston,TX,39721,19.98,High
15837,41.89445108,-87.63181926,45705,Chicago,IL,67091,10.79,High
15838,25.79255002,-80.20221621,12680,Miami,FL,66567,18.7,Medium
15839,34.01475535,-118.267646,14395,Los Angeles,CA,38459,7.01,Medium
15840,41.90610433,-87.62000726,4975,Chicago,IL,79727,14.84,Low
15841,25.80495345,-80.1831896,20211,Miami,FL,76058,6.65,Low
15842,34.05082222,-118.2866184,21228,Los Angeles,CA,22889,17.7,High
15843,29.71728821,-95.39081434,8189,Houston,TX,22938,0.67,Low
15844,34.09184669,-118.2926665,7022,Los Angeles,CA,67064,11.34,Medium
15845,29.76452389,-95.41220273,8676,Houston,TX,89347,13.77,Low
15846,41.87465973,-87.60098467,41961,Chicago,IL,11931,18.53,Low
15847,25.72662592,-80.23944134,40393,Miami,FL,51979,3.36,Low
15848,25.77140718,-80.23220768,25350,Miami,FL,45739,15.89,Low
15849,41.83947282,-87.6214411,15515,Chicago,IL,29175,17.42,Low
15850,25.74998518,-80.21231455,43824,Miami,FL,69230,12.72,Medium
15851,40.713862,-73.99206583,9364,New York,NY,15415,13.18,High
15852,34.05650303,-118.2242553,5938,Los Angeles,CA,66105,4.44,High
15853,34.09483287,-118.1966029,3165,Los Angeles,CA,55671,12.59,Low
15854,29.76126574,-95.32877181,28811,Houston,TX,32824,9.78,Medium
15855,25.77823468,-80.16886175,28152,Miami,FL,14907,16.5,High
15856,41.86126064,-87.60143167,25669,Chicago,IL,78421,8.35,High
15857,41.85805515,-87.59805969,854,Chicago,IL,86984,10.36,Medium
15858,40.7026217,-73.9587558,33322,New York,NY,42975,11.28,High
15859,41.83736152,-87.61884053,34829,Chicago,IL,46516,1.53,Medium
15860,34.10184169,-118.2329527,17951,Los Angeles,CA,64089,0.25,Low
15861,40.7257775,-73.98239494,35620,New York,NY,61719,4.14,Medium
15862,34.0729405,-118.2572481,6978,Los Angeles,CA,86071,11.13,Low
15863,25.73140107,-80.24134658,26714,Miami,FL,87326,14.77,Medium
15864,34.09308851,-118.2484617,14958,Los Angeles,CA,36766,8.09,Low
15865,29.73381159,-95.35189265,18290,Houston,TX,12279,16.19,High
15866,40.73181097,-74.03345856,27284,New York,NY,58286,4.71,Medium
15867,40.71294978,-73.96474082,14310,New York,NY,59616,8.27,High
15868,34.08550579,-118.2389801,6733,Los Angeles,CA,82603,19.99,High
15869,41.83704947,-87.63223681,43358,Chicago,IL,78516,4.18,High
15870,40.69042862,-74.01163463,37284,New York,NY,58575,3.9,High
15871,40.68843537,-74.00230431,40328,New York,NY,67246,16.03,Medium
15872,34.06327763,-118.2160705,28160,Los Angeles,CA,80783,11.55,Low
15873,40.67851221,-73.9795258,42615,New York,NY,32862,7.24,High
15874,40.66617607,-74.01231272,31838,New York,NY,86026,17.12,Medium
15875,29.74573089,-95.32775524,527,Houston,TX,94422,2.45,Medium
15876,40.72048688,-73.96870982,12277,New York,NY,40299,11.74,High
15877,34.04237469,-118.2516573,48082,Los Angeles,CA,22302,4.42,Low
15878,25.80286473,-80.1447106,30741,Miami,FL,80181,12.44,Medium
15879,40.75571561,-74.03311493,36547,New York,NY,37004,5.92,High
15880,41.92358728,-87.62040674,29427,Chicago,IL,88318,3.37,High
15881,25.72664894,-80.20445853,39194,Miami,FL,31654,0.22,Medium
15882,25.79597256,-80.17700579,28014,Miami,FL,35459,1.82,High
15883,41.88174663,-87.59180686,11598,Chicago,IL,15919,13.55,High
15884,41.88801252,-87.64831405,34037,Chicago,IL,51677,3.31,Medium
15885,29.7995937,-95.38949243,38860,Houston,TX,57057,12.87,Medium
15886,34.03123667,-118.2277047,44405,Los Angeles,CA,16991,4.02,Medium
15887,34.03968579,-118.2196075,3972,Los Angeles,CA,23359,1.89,Medium
15888,25.71732278,-80.16545224,17272,Miami,FL,76014,17.71,Medium
15889,34.04117475,-118.25208,7895,Los Angeles,CA,49540,17.71,Medium
15890,40.74086635,-74.02649401,39509,New York,NY,55914,5.6,High
15891,29.796456,-95.4185659,25605,Houston,TX,78250,16.11,High
15892,29.78401145,-95.41529733,15972,Houston,TX,48545,16.82,High
15893,29.76509808,-95.32401409,30294,Houston,TX,33019,13.96,Medium
15894,40.76071757,-73.97543765,22245,New York,NY,93138,18.73,Low
15895,29.7159746,-95.41118305,4600,Houston,TX,25084,18.82,Medium
15896,41.92266297,-87.67571234,42411,Chicago,IL,62058,17.87,Medium
15897,40.75778309,-73.97328337,38074,New York,NY,55139,19.41,Medium
15898,34.03473838,-118.2253242,33632,Los Angeles,CA,13384,6.82,Low
15899,40.6690311,-74.05484089,43185,New York,NY,60391,12.62,High
15900,41.82907208,-87.60501858,47360,Chicago,IL,63142,16.62,Low
15901,41.8755467,-87.61568774,30446,Chicago,IL,89584,4.54,Low
15902,40.70703956,-73.97788528,32605,New York,NY,94078,8.23,Low
15903,41.86650938,-87.67413259,27866,Chicago,IL,67459,4.66,High
15904,25.77992344,-80.21015276,21839,Miami,FL,35658,9.28,High
15905,25.77517815,-80.16916262,3744,Miami,FL,73355,7.97,High
15906,40.72521146,-74.0470078,10636,New York,NY,86451,9.51,High
15907,41.85181578,-87.58497896,43476,Chicago,IL,69553,7.1,High
15908,29.77354146,-95.3593603,14710,Houston,TX,66265,8.88,Low
15909,41.90693011,-87.63887406,49625,Chicago,IL,63903,15.57,Medium
15910,34.00564449,-118.2575255,35800,Los Angeles,CA,83192,16.68,Low
15911,29.7816614,-95.35932683,47521,Houston,TX,79170,7.16,Medium
15912,29.75541033,-95.32658291,12155,Houston,TX,57138,11.2,Medium
15913,25.76432933,-80.18494838,21673,Miami,FL,30947,8.38,Low
15914,29.74944225,-95.38180242,27075,Houston,TX,84681,1.76,Low
15915,40.74295289,-73.99141171,21144,New York,NY,95551,4.77,High
15916,29.71758827,-95.39574649,13077,Houston,TX,70233,2.39,High
15917,40.74448109,-74.00160982,12508,New York,NY,91305,10.91,Medium
15918,29.79440604,-95.32859385,18687,Houston,TX,80441,14.8,Low
15919,34.07458947,-118.2547807,26590,Los Angeles,CA,52175,0.61,High
15920,40.72474254,-74.05285771,20302,New York,NY,23479,6.48,Medium
15921,34.00782387,-118.2320961,16427,Los Angeles,CA,49833,18.08,High
15922,25.71416323,-80.21568916,25757,Miami,FL,64373,17.57,Medium
15923,41.83996822,-87.62950161,17800,Chicago,IL,90359,5.87,Low
15924,29.79036414,-95.37648736,7150,Houston,TX,70341,7.17,Low
15925,40.66419087,-73.9940308,19768,New York,NY,82489,9.71,Medium
15926,25.74113296,-80.18016112,18035,Miami,FL,74612,15.01,High
15927,40.67376566,-73.98447103,34973,New York,NY,90730,15.13,Low
15928,29.71793737,-95.41657574,18691,Houston,TX,60529,1.6,High
15929,34.05791232,-118.2104931,44220,Los Angeles,CA,53290,1.57,High
15930,29.79044936,-95.40208092,36600,Houston,TX,59609,12.31,High
15931,29.72085124,-95.3617403,20514,Houston,TX,29497,9.58,High
15932,34.02738306,-118.2679471,18143,Los Angeles,CA,17249,6.73,Medium
15933,41.83769465,-87.58036352,16869,Chicago,IL,18649,7.28,Medium
15934,41.89897228,-87.64567498,18250,Chicago,IL,92525,4.93,Medium
15935,25.71734567,-80.22109829,46929,Miami,FL,64912,19.97,Medium
15936,41.89411236,-87.59555458,42288,Chicago,IL,47459,6.11,High
15937,34.07370762,-118.2068367,22381,Los Angeles,CA,20777,8.74,Medium
15938,25.71470884,-80.18803079,14758,Miami,FL,79197,16.98,High
15939,25.73253702,-80.21632893,16496,Miami,FL,28695,1.67,Medium
15940,29.73904988,-95.37360757,6329,Houston,TX,58811,16.46,High
15941,29.73254476,-95.37396279,18144,Houston,TX,37811,1.27,Low
15942,40.73033525,-73.99854907,1726,New York,NY,87719,17.47,Medium
15943,34.02333222,-118.2395247,35445,Los Angeles,CA,58021,0.88,Medium
15944,34.01478489,-118.2600629,34131,Los Angeles,CA,10451,2.38,High
15945,41.91599151,-87.63857321,14621,Chicago,IL,49985,14.8,Medium
15946,41.87132223,-87.61022113,11261,Chicago,IL,71744,2.79,High
15947,29.74594902,-95.38844131,23035,Houston,TX,70911,11.5,Low
15948,29.78612697,-95.35895769,40368,Houston,TX,79539,8.64,Medium
15949,25.74047835,-80.14316335,27768,Miami,FL,48582,15.05,Low
15950,25.73059351,-80.23802765,11003,Miami,FL,67256,5.81,Medium
15951,34.00992275,-118.198455,40073,Los Angeles,CA,87190,16.36,High
15952,25.78938297,-80.15545874,25779,Miami,FL,62791,1.13,Low
15953,25.79859111,-80.23690493,12561,Miami,FL,28548,0.12,High
15954,25.73800487,-80.15696736,5603,Miami,FL,16721,13.34,Low
15955,41.88537979,-87.64590843,21328,Chicago,IL,79338,18.19,High
15956,29.79957657,-95.39431463,4032,Houston,TX,93605,18.93,Low
15957,41.87146179,-87.67264268,43513,Chicago,IL,33623,4.95,Low
15958,25.73562276,-80.20643472,39242,Miami,FL,35013,13.16,Medium
15959,41.89567498,-87.62509517,9681,Chicago,IL,89905,3.68,High
15960,34.09278331,-118.234102,4059,Los Angeles,CA,94030,15.57,High
15961,29.75514957,-95.32740307,25217,Houston,TX,80545,19.32,Low
15962,29.75438307,-95.32816542,1786,Houston,TX,99537,19.21,High
15963,41.85001654,-87.62494025,37385,Chicago,IL,84376,16.92,High
15964,25.76835927,-80.22741852,25985,Miami,FL,21271,5.23,Medium
15965,25.76282906,-80.21124206,2062,Miami,FL,80433,16.19,Low
15966,25.76705005,-80.18532403,17519,Miami,FL,60623,3.72,Low
15967,40.73131593,-74.03698756,9386,New York,NY,58689,9.44,Low
15968,34.0150715,-118.2448984,42287,Los Angeles,CA,72488,5.32,Medium
15969,34.02823717,-118.247318,15249,Los Angeles,CA,18344,4.37,High
15970,25.74071296,-80.2220113,26464,Miami,FL,68845,4.57,Medium
15971,25.78474231,-80.16339793,29996,Miami,FL,42751,15.5,High
15972,34.06989654,-118.2554983,46856,Los Angeles,CA,53863,19.62,Low
15973,25.72970719,-80.180627,17963,Miami,FL,58006,13.46,Medium
15974,41.90170364,-87.61788967,23260,Chicago,IL,35152,12.43,Low
15975,25.78236409,-80.22194273,15189,Miami,FL,71060,14.51,High
15976,25.75990226,-80.18477733,45362,Miami,FL,61203,3.17,Low
15977,29.73485276,-95.40915292,11660,Houston,TX,35781,12.34,High
15978,34.0614726,-118.2682766,14282,Los Angeles,CA,63779,14.21,High
15979,29.77135082,-95.38459841,30803,Houston,TX,90110,19.16,High
15980,41.88005704,-87.67069337,5418,Chicago,IL,35446,19.47,Low
15981,34.09565815,-118.2150065,4761,Los Angeles,CA,69008,12.94,High
15982,25.78374783,-80.16698893,24497,Miami,FL,75759,15.18,Medium
15983,41.87230935,-87.58633496,7637,Chicago,IL,23850,18.48,Medium
15984,40.69602869,-74.0187813,44580,New York,NY,35812,16.05,Medium
15985,29.77564405,-95.35390608,12327,Houston,TX,29772,8.08,High
15986,25.72377291,-80.15813596,5525,Miami,FL,62034,18.97,High
15987,34.07146175,-118.2186912,5554,Los Angeles,CA,72475,4.9,High
15988,25.77338936,-80.15793667,32890,Miami,FL,81242,18.43,Low
15989,40.71826414,-73.97811006,3422,New York,NY,19677,7.63,High
15990,25.72698517,-80.1595123,49683,Miami,FL,49981,1.77,Medium
15991,29.72170859,-95.32077445,8950,Houston,TX,83416,5.39,Medium
15992,41.90589245,-87.66496182,18997,Chicago,IL,21217,8.82,Low
15993,29.78899296,-95.38695928,31826,Houston,TX,62939,17.89,Medium
15994,41.89066651,-87.58317889,6959,Chicago,IL,96444,6.99,High
15995,34.09181495,-118.1966486,45970,Los Angeles,CA,74559,16.09,Medium
15996,25.77094622,-80.21152019,26870,Miami,FL,71337,12.85,High
15997,41.91271599,-87.64178092,19887,Chicago,IL,65358,18.51,High
15998,34.00406839,-118.2404426,7858,Los Angeles,CA,96545,19.58,High
15999,40.74153081,-73.96993201,2487,New York,NY,37173,1.89,High
16000,34.03689741,-118.2529177,32184,Los Angeles,CA,58839,9.37,High
16001,40.66590372,-74.04579339,14621,New York,NY,79893,16.05,High
16002,40.71076001,-74.01770763,8203,New York,NY,55999,7.95,High
16003,25.75864971,-80.14558005,48082,Miami,FL,11322,15.83,High
16004,40.69293082,-74.05551778,40811,New York,NY,13794,14.01,Low
16005,34.05440924,-118.2144406,25730,Los Angeles,CA,27232,2.14,High
16006,41.91375298,-87.67128781,29061,Chicago,IL,77672,10.56,High
16007,34.0218226,-118.2613015,26540,Los Angeles,CA,39127,1.24,Medium
16008,29.75248558,-95.35610075,35113,Houston,TX,59981,16.25,High
16009,41.85722862,-87.65051324,35185,Chicago,IL,73432,14.73,High
16010,25.77581689,-80.19990284,35860,Miami,FL,91352,8.28,High
16011,29.72333328,-95.32887981,17986,Houston,TX,86856,4.31,Low
16012,25.80791344,-80.16077613,43020,Miami,FL,81249,1.44,Medium
16013,34.04491926,-118.2202186,33997,Los Angeles,CA,20073,10.39,High
16014,40.73041153,-74.01863068,3808,New York,NY,81890,9.27,High
16015,29.71259741,-95.38254599,32800,Houston,TX,29948,5.31,High
16016,34.09484724,-118.2829567,39805,Los Angeles,CA,44757,10.73,High
16017,41.89101728,-87.67352023,47233,Chicago,IL,75693,6.4,High
16018,29.78632716,-95.40957473,25655,Houston,TX,95841,16.06,Low
16019,40.71898526,-73.96977458,34561,New York,NY,83579,2.58,High
16020,34.07357459,-118.2693741,38018,Los Angeles,CA,82289,19.06,High
16021,40.72009512,-74.02711699,25546,New York,NY,17540,16.85,High
16022,41.85147392,-87.6746394,44671,Chicago,IL,63674,15.51,Medium
16023,41.91603196,-87.59281393,30376,Chicago,IL,38803,5.51,Medium
16024,25.7420947,-80.15927831,5313,Miami,FL,49325,18.1,Low
16025,41.85953767,-87.63034433,34255,Chicago,IL,57199,1.72,High
16026,41.8291913,-87.63695869,27456,Chicago,IL,54239,9.64,Low
16027,25.78130729,-80.20223695,18024,Miami,FL,78888,5.83,High
16028,25.7960496,-80.23187281,20074,Miami,FL,31460,13.08,High
16029,34.01133261,-118.2892614,28200,Los Angeles,CA,90963,19.64,Medium
16030,25.76117735,-80.17124932,33529,Miami,FL,42318,15.05,Medium
16031,34.03041386,-118.2059223,15286,Los Angeles,CA,45290,3.6,Low
16032,41.83468266,-87.59250821,17847,Chicago,IL,81070,7.41,Medium
16033,41.91880732,-87.63281207,16715,Chicago,IL,15977,5.03,High
16034,34.08944046,-118.1958498,2555,Los Angeles,CA,89770,16.31,High
16035,25.73586393,-80.22943576,20903,Miami,FL,78421,8.69,Low
16036,29.77110547,-95.32194733,29713,Houston,TX,86817,6.03,Medium
16037,41.89768365,-87.67090162,24024,Chicago,IL,29513,5.02,High
16038,41.91070532,-87.66644908,4296,Chicago,IL,12037,9.85,High
16039,25.73644814,-80.17745461,40144,Miami,FL,23466,8.35,High
16040,41.83015872,-87.62789444,5170,Chicago,IL,21756,18.99,High
16041,41.85360895,-87.65666731,37733,Chicago,IL,47955,9.66,Medium
16042,29.73685349,-95.34678551,37115,Houston,TX,81251,18.91,Medium
16043,34.0673776,-118.2877112,18270,Los Angeles,CA,67004,13.41,High
16044,40.71552116,-73.96239797,36059,New York,NY,87781,14.56,Medium
16045,40.72088778,-74.00514735,17293,New York,NY,42874,18.97,Medium
16046,25.7172381,-80.20718987,3592,Miami,FL,35991,1.35,Medium
16047,40.67514586,-74.04484447,42141,New York,NY,52581,12.43,Low
16048,41.85184742,-87.59096509,20828,Chicago,IL,66392,19.47,High
16049,34.00844633,-118.2496889,35799,Los Angeles,CA,47283,18.92,Medium
16050,29.72649781,-95.38374116,1446,Houston,TX,25932,0.26,Medium
16051,29.73854772,-95.36896578,14218,Houston,TX,78237,12.93,Low
16052,41.88625636,-87.61822908,14003,Chicago,IL,58126,19.92,Medium
16053,29.77516015,-95.39208033,34826,Houston,TX,62504,1.11,Low
16054,34.08760641,-118.2303537,12098,Los Angeles,CA,56753,4.99,Medium
16055,41.90985952,-87.60085006,39174,Chicago,IL,77403,19.01,High
16056,29.79892527,-95.41392633,47891,Houston,TX,83562,13.39,Medium
16057,25.75358445,-80.23596505,19646,Miami,FL,33520,15.36,Medium
16058,40.73771561,-74.01697609,10030,New York,NY,21393,8.41,Medium
16059,34.04106044,-118.2059406,26036,Los Angeles,CA,96985,19.05,High
16060,29.7359707,-95.38068542,31851,Houston,TX,65958,12.88,Low
16061,25.76383883,-80.14969325,44140,Miami,FL,58987,1.77,High
16062,29.78786734,-95.36055849,11111,Houston,TX,40833,10.47,High
16063,41.92689329,-87.59681336,3838,Chicago,IL,63453,9.83,Medium
16064,25.76991758,-80.14359454,9109,Miami,FL,76345,18.38,High
16065,25.74827692,-80.21566986,35512,Miami,FL,98913,5.17,High
16066,29.75356314,-95.33396932,21258,Houston,TX,81843,0.49,Medium
16067,29.71658913,-95.40806292,48949,Houston,TX,80924,11.41,Low
16068,25.73541689,-80.16414966,41731,Miami,FL,30425,6.16,Low
16069,29.78434839,-95.3703817,8990,Houston,TX,68849,12.11,Low
