tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
21286,-89.10044893,112,Low,-77.66155572
2399,-78.92965227,68,Low,-71.34723228
9679,-115.5058251,54,Medium,-69.09658916
42834,-102.7799432,45,Low,-83.01756073
12114,-118.9954133,57,High,-75.17581076
25897,-72.61705274,31,High,-52.21639649
818,-101.4470522,133,Medium,-79.44636993
30244,-57.13939836,144,Low,-81.72105353
22419,-59.28444245,61,Low,-75.99304472
9105,-77.28703308,75,Medium,-63.72176903
42460,-104.7093341,44,Medium,-68.78628301
48047,-96.95226421,103,Medium,-64.41648277
35355,-79.50992101,41,Medium,-70.48506295
22816,-55.23705768,103,Low,-59.34403631
46507,-76.38647506,144,Low,-56.22838251
22669,-90.39311928,36,Medium,-78.65574686
43096,-111.9081609,120,Medium,-71.14681554
868,-51.37577723,57,High,-50.84090469
31081,-68.72884209,117,Low,-55.54408867
20783,-103.3703213,128,High,-65.10943933
23388,-54.61973929,143,Medium,-86.12687998
28160,-61.57736989,13,Medium,-68.55918648
5356,-58.52759424,70,High,-75.73531932
39161,-85.57610562,78,Medium,-52.54058003
23680,-106.6675499,49,Medium,-76.00920042
21840,-85.69825748,70,High,-52.87353545
34338,-74.01517473,70,High,-50.45481308
3427,-107.0808465,37,Low,-59.12095064
37532,-90.58950163,72,Medium,-64.89972763
31028,-98.29663583,71,High,-82.637512
5784,-74.65150176,128,Low,-61.03032325
7470,-75.29312826,113,Medium,-79.521798
33367,-106.4329222,25,High,-82.25980913
4259,-86.46830658,41,Medium,-64.95938915
436,-101.7529755,147,Medium,-68.97852026
23045,-100.6097675,13,Low,-67.26786356
4298,-55.29590299,122,Low,-82.1414693
1292,-55.8406164,149,High,-69.81363698
18965,-95.19692343,101,Low,-87.5361135
32687,-53.24554624,129,Low,-54.93510383
20641,-93.51075655,126,Medium,-71.6314983
32199,-68.7336938,124,Medium,-78.46058373
4826,-53.00431541,85,Low,-80.68720529
18380,-80.52752411,78,High,-73.19003769
25192,-100.1778228,145,Medium,-81.57708059
30686,-63.16214788,65,Medium,-86.13827267
26446,-61.2820105,39,Low,-86.541995
13360,-68.80590096,113,High,-76.01557481
22441,-91.60031319,56,Medium,-60.74774296
41268,-79.049266,96,High,-85.75939207
33475,-65.35984556,127,Medium,-76.36474904
1566,-51.25517654,26,Medium,-66.73537581
21597,-61.99508495,95,Low,-89.99882998
20936,-116.6410407,91,High,-83.27255375
34874,-83.3788392,31,Low,-71.71043037
27176,-93.43374486,0,High,-86.57941339
23114,-64.64180683,12,Low,-70.17269162
39345,-75.36210908,101,Medium,-82.05024276
17939,-54.42757608,19,Medium,-81.79038274
35308,-93.00691997,29,Low,-55.51517078
22989,-81.93596921,50,Low,-50.42196516
41258,-52.29324992,11,High,-88.78731244
45194,-57.68929732,72,High,-85.27895202
39743,-62.41809331,34,Medium,-83.71418559
19874,-118.7787376,85,High,-58.90910455
47951,-65.92159204,88,Low,-80.85375109
3587,-103.7768901,48,High,-75.0274135
22889,-52.37434329,83,High,-82.28633605
42677,-65.86651721,101,High,-55.63821697
21305,-78.33475134,36,High,-72.01942943
8521,-72.22982091,137,Low,-51.9928708
13554,-108.9069481,67,Low,-88.18485296
7750,-60.18803163,91,Medium,-52.10631215
25807,-65.61840183,93,High,-70.13563235
44669,-67.78424022,106,Low,-59.8149626
7986,-114.5670929,116,High,-63.14032299
44060,-87.06132559,88,Low,-81.73573742
7119,-99.14969954,45,Low,-76.72801454
21144,-93.25746313,58,Medium,-69.79295245
16270,-111.6334403,107,Medium,-75.35947971
31835,-72.5138064,102,Medium,-82.23607319
46813,-110.8450947,10,High,-55.58177383
15179,-99.23977774,14,Medium,-69.55110329
31342,-88.56293472,41,High,-66.7251417
7236,-57.53165783,29,High,-63.52105591
4120,-102.7218346,12,Medium,-86.51621977
14176,-62.66522481,147,Medium,-89.51972884
6989,-98.61969602,34,High,-84.50260655
27888,-75.53089438,43,Low,-65.87796979
23329,-96.76600188,59,Low,-66.78919534
3572,-87.06802558,13,High,-62.1270754
4787,-61.85717798,145,High,-59.27234879
8181,-62.54360154,33,High,-66.06573696
14769,-76.44129993,116,Low,-57.36053352
18208,-54.35224496,110,Low,-69.94408378
3601,-51.91142651,69,High,-88.81845358
46329,-55.03204836,23,Low,-64.31841566
47039,-97.40429248,92,Low,-88.38465077
4030,-110.7717354,34,Low,-80.7993785
36430,-58.05087073,120,Medium,-83.24879767
7691,-55.29188883,41,High,-58.7405979
46753,-103.9471592,61,High,-65.95942826
35452,-111.246688,15,Low,-70.66173797
35510,-68.03206552,25,Low,-82.52179805
46728,-58.22327909,127,Low,-81.35481161
46555,-89.34445739,106,High,-74.42224845
21603,-63.42609151,119,Medium,-81.45124954
6757,-67.72425015,127,Low,-56.6866757
1918,-84.58054351,16,Low,-80.51130052
15454,-100.0107024,67,High,-74.60426282
9091,-95.31674737,124,Medium,-71.84968172
37028,-91.83081083,1,High,-81.37250716
49235,-96.31535801,33,High,-59.48040326
9260,-93.10005525,20,Low,-59.39232311
7747,-86.8050524,11,Low,-73.82336883
36150,-51.44177301,2,High,-51.60645645
40898,-82.08436084,59,Low,-83.16412233
37900,-100.0778634,135,Medium,-79.84592537
40705,-59.50612102,132,Medium,-84.28850322
48233,-55.35262986,149,High,-59.14517691
41332,-61.05678045,30,High,-77.81708292
32238,-106.3331308,14,Low,-86.88068952
13221,-67.02042085,20,Medium,-89.31643365
36208,-68.51758991,29,Medium,-83.89068595
13993,-89.9727932,139,Low,-76.93190255
32185,-69.48254457,28,Medium,-76.00501493
47280,-62.92863451,87,Low,-51.46010099
3919,-100.9924777,51,High,-71.93471417
31873,-90.99682299,129,Medium,-62.91707425
22468,-72.89448177,147,Medium,-66.10567274
19298,-94.74703546,86,Low,-73.40955325
49400,-106.0667449,128,High,-56.49681493
21519,-51.27322273,2,Low,-72.19818562
40828,-88.48067118,39,High,-81.33992202
25206,-55.31487758,139,High,-58.08419235
32173,-112.960622,142,Low,-61.7001143
43261,-87.25159909,51,Low,-63.11129881
5783,-87.43547026,115,High,-77.94593873
7859,-88.76354204,142,Low,-51.41486586
17993,-55.55077618,121,High,-60.60712477
5949,-115.7622724,122,High,-64.50078836
27015,-91.12653326,29,Low,-53.86841551
25350,-108.4786838,54,Medium,-52.99507704
49859,-73.77405688,80,Medium,-57.376332
1817,-62.66925655,131,Low,-67.24094945
31864,-78.03889056,143,Medium,-86.41056038
41994,-98.84217619,50,High,-65.78545802
10070,-53.27296631,43,High,-74.40346594
18359,-72.61766373,107,Low,-72.15291468
14782,-116.3900217,92,Medium,-58.89137591
20663,-72.2450695,109,Low,-72.78496393
39595,-75.58126727,50,Medium,-71.83845441
47239,-71.42359384,52,High,-68.66196431
47076,-90.1568355,37,High,-89.23486757
30125,-79.96566265,55,Low,-72.5159028
23737,-94.08597654,17,Medium,-63.58681653
31320,-95.68113759,8,Medium,-50.33897142
13009,-117.4715143,72,Medium,-66.57464765
12595,-71.61545316,93,High,-76.05365044
35404,-58.83799171,84,Low,-88.15896947
16429,-69.55327887,119,Medium,-80.76475427
37531,-78.0934563,149,High,-59.62375784
6041,-57.50169161,79,Low,-77.47437679
34499,-97.76906562,29,High,-81.69885921
45377,-88.39434125,148,High,-60.90627027
31321,-114.3898633,55,Low,-86.14064245
49081,-81.8044915,95,High,-69.0811709
36809,-96.98338575,19,High,-68.04904568
21225,-100.4174283,34,High,-69.61099775
28327,-105.8042095,67,Low,-80.65122786
14461,-90.62832676,141,Low,-53.73612408
43048,-93.10619085,100,High,-63.86194073
31838,-110.8139342,27,Medium,-66.71858661
19549,-57.65680571,111,High,-52.62141396
38540,-50.89793454,81,Low,-89.92561237
48793,-68.19864177,81,Medium,-50.44362601
43623,-62.83771851,65,Low,-55.57369881
23033,-81.33220507,72,High,-81.74251885
24009,-57.32172804,39,Low,-80.75777098
4571,-72.79246581,28,High,-83.90747545
25822,-117.3111406,125,Medium,-54.33350571
30410,-74.0721174,42,High,-85.77408529
39636,-100.9350536,76,Low,-63.53346498
47711,-71.75758075,22,Medium,-86.80574847
15682,-57.23720467,95,High,-75.80070614
23212,-118.9785111,85,Medium,-89.65671257
12884,-81.99416288,119,Medium,-58.97621911
8997,-74.07063043,35,High,-89.71110449
10696,-95.82060686,100,Medium,-77.87825504
40460,-80.48408745,74,Medium,-66.40147051
5600,-84.09897974,147,Medium,-71.38447509
1631,-95.35260363,58,Medium,-70.51826057
17554,-99.55643584,85,Medium,-53.38828841
11315,-77.89262692,89,High,-85.18954569
36156,-110.9712276,63,Low,-67.28797355
37413,-83.30523038,14,High,-74.4251832
2346,-103.181181,27,Medium,-64.12410621
10645,-64.17700377,0,Low,-57.96696474
39575,-90.19674294,81,Low,-77.43480021
21619,-87.12681054,20,Medium,-71.27522857
49368,-69.34474851,103,High,-65.24113355
40531,-88.87843967,37,High,-65.26535842
8182,-50.61724481,29,High,-89.41075069
89,-58.35777519,68,High,-84.28018813
28503,-63.95667002,106,High,-86.85313133
12837,-55.75561008,117,Medium,-62.09617388
9723,-97.46745412,4,High,-56.45559222
31001,-56.03054177,94,Medium,-56.66891848
23558,-50.90929336,1,Medium,-87.64476228
6946,-119.4845623,5,Medium,-72.67712988
43712,-85.85986994,99,Medium,-86.4886511
40123,-113.6897056,110,Low,-86.15963945
43492,-111.5920387,31,Medium,-82.94703121
3414,-93.97705814,93,Low,-74.05903725
46309,-117.5049908,74,Medium,-57.75251496
21605,-83.03610925,41,Low,-54.84473034
148,-53.33272061,147,Low,-64.19119773
24894,-53.7170811,94,High,-87.88066834
17405,-83.91796728,77,Medium,-84.16952477
6462,-113.8245891,38,Medium,-76.5049896
1693,-104.8957752,14,Low,-55.45727522
27481,-108.3739927,145,Low,-75.72137184
5586,-97.25215739,19,Medium,-61.14660274
15560,-103.9143246,31,Low,-73.35670628
22281,-94.60859481,55,High,-65.32450162
42633,-55.90159355,18,Low,-83.30025581
15770,-108.9253061,22,High,-59.61563474
12470,-88.70208041,85,High,-88.70866085
27701,-113.7455658,11,Low,-55.32996572
28676,-81.28122858,107,Medium,-64.20496899
30932,-118.9281212,11,Low,-61.86852036
30114,-62.91828843,79,Low,-61.02704871
19044,-101.2688065,84,Low,-76.90140986
19468,-57.1075232,102,Medium,-75.75152437
24289,-99.37103638,141,Low,-59.73382525
46482,-59.98296835,38,High,-53.05366096
9822,-93.80950937,140,Medium,-86.75222204
35943,-115.7229611,136,High,-70.2473133
530,-117.3494207,44,Medium,-58.39210526
41567,-110.8226777,97,Medium,-51.72858448
10018,-51.96158648,35,High,-75.57339847
37907,-72.11918222,96,Medium,-52.2147368
5115,-104.7202545,25,High,-66.53851803
15541,-109.3550871,4,Low,-61.2797736
8547,-72.31241561,29,Low,-84.01985349
18900,-83.79951043,25,Medium,-86.03533011
7233,-80.26851847,106,Low,-54.38038321
6493,-50.07810097,106,Medium,-76.52662608
2393,-112.3772009,61,High,-75.34546042
27260,-95.01234711,80,High,-88.16970281
22344,-89.43457731,78,High,-79.40950004
7274,-72.7478669,9,Medium,-89.81565314
35238,-71.89476669,45,Medium,-79.96077068
6806,-75.78313226,136,Medium,-69.17956984
5934,-102.765719,55,Low,-84.11996537
10518,-75.46438556,118,Medium,-52.14801265
9890,-105.9444759,112,Medium,-82.80984514
2224,-58.11670585,73,Low,-79.08970777
5137,-73.53320193,136,Low,-58.54028744
19469,-102.7045733,1,Low,-83.82528361
41673,-111.6672236,135,Medium,-77.85596453
13808,-51.2079345,28,Medium,-62.65783045
173,-67.2137733,68,Medium,-82.11042473
48812,-104.8404878,95,High,-83.44749283
24721,-82.43653627,94,Medium,-61.06917052
48137,-72.7894279,28,Low,-64.50166065
44763,-112.5225125,81,Medium,-66.15714753
3095,-89.32092421,75,Low,-66.22369036
41657,-103.8505199,123,Low,-71.82973609
44464,-62.10821067,36,Low,-61.52180363
32859,-102.5643059,73,High,-76.97742661
30229,-94.46781468,56,Medium,-60.73070424
30215,-56.95893479,37,Low,-51.04825371
11907,-87.80529434,5,High,-77.67044931
29801,-117.824635,9,Medium,-81.78866227
13541,-80.50049084,51,Medium,-89.3705942
38055,-111.7574764,119,Medium,-66.14037051
48830,-109.9460359,29,Low,-66.36370566
33309,-60.09239722,60,High,-64.49386999
20790,-63.81631545,31,Low,-78.28472898
37716,-74.18757775,1,High,-83.53882773
4993,-77.58304999,102,Low,-68.03785814
47085,-118.3963642,68,High,-63.14077184
14598,-84.57154562,77,Medium,-76.43345287
39832,-115.5685721,59,Low,-57.86962759
2921,-106.1697506,139,Medium,-65.54520166
852,-85.96632446,7,High,-56.57322651
44990,-69.76534764,121,Medium,-67.98169937
27907,-74.65007364,66,High,-78.35974163
48737,-102.7927422,121,High,-76.55292446
18107,-75.7108159,43,High,-84.88232375
36080,-84.36670263,3,Low,-65.62145048
41520,-119.9283167,106,Low,-89.43763431
30819,-68.95135194,141,Low,-52.43055064
24468,-53.18126195,29,Medium,-52.15384056
45356,-73.17072279,143,High,-57.61008738
42935,-70.22806332,0,Medium,-82.64923643
5451,-114.1549526,24,Medium,-71.5519601
26440,-67.432636,84,Medium,-78.69312142
25776,-81.97450602,4,Medium,-81.3019321
40781,-81.40579373,117,Low,-70.43380282
26300,-65.62486168,37,Low,-62.57683618
16721,-68.4144995,90,Medium,-63.63245208
23506,-99.12125215,99,Medium,-54.45854499
21992,-79.59349877,104,High,-87.16810871
11954,-110.9439936,78,High,-81.51450608
11875,-67.64344579,50,Low,-59.93372245
5172,-113.0861686,47,Medium,-55.081083
2587,-94.09677459,115,High,-57.89997952
40280,-108.8741377,79,Low,-66.0247856
7051,-54.88869004,39,Medium,-75.60063933
38877,-116.6033011,123,Low,-81.76103646
14703,-94.45635994,27,Medium,-63.04159714
47254,-84.94774543,60,High,-79.58539035
33474,-97.91107812,148,Medium,-63.19720388
19459,-81.038296,96,Medium,-67.66069617
22442,-111.469991,41,High,-65.67179716
28884,-56.3624805,47,High,-61.6680859
4622,-70.76081241,87,Low,-61.65075024
13971,-65.59390439,46,Low,-84.59665774
4919,-57.3325537,66,Low,-71.80863685
12886,-73.34929965,20,Medium,-58.73278012
6948,-111.9977217,140,Medium,-66.83139356
8549,-102.5386959,142,High,-84.01178314
35548,-52.26478181,109,High,-73.31445798
12003,-78.29947604,69,High,-59.48672487
33053,-105.0283282,135,Medium,-68.40349412
3498,-105.8628069,104,Low,-65.34603189
32326,-52.07137154,16,High,-68.6816684
7253,-101.1360956,57,Low,-54.24918743
16261,-81.63439983,28,High,-75.56110697
774,-81.66354392,94,High,-70.54079049
18017,-111.9689208,47,High,-66.43028446
41216,-85.12312468,21,High,-69.37636376
22627,-105.0170201,28,Low,-67.63761458
10809,-93.10377778,96,Medium,-77.45049054
9653,-60.23295922,91,Medium,-54.18375383
339,-75.35130347,89,Medium,-69.23620154
38396,-55.10272166,0,Medium,-64.16276876
14992,-99.9895842,132,Medium,-84.39556588
27606,-101.033924,87,Medium,-58.73871438
49776,-109.7663458,121,High,-51.10308444
37693,-101.3005506,117,Medium,-66.3174448
10186,-95.67511516,42,Medium,-89.88500571
21337,-76.67136072,105,Medium,-88.95097133
13711,-64.68373633,10,Low,-79.60026976
35224,-93.03780039,139,Medium,-87.34121389
38675,-71.118088,91,Medium,-55.50699448
9886,-107.3608404,94,Medium,-70.73056756
18268,-77.30413996,57,Medium,-61.05901876
14386,-104.2730602,102,Low,-71.17262227
4608,-67.20911558,19,Low,-63.44938331
35914,-96.37972617,120,Medium,-76.87311799
17535,-90.74085963,66,Low,-52.00064183
927,-57.45809564,31,High,-67.80524578
30530,-115.9680111,19,Low,-86.5489199
28229,-88.16039053,88,Low,-71.97608456
11278,-79.21948321,45,High,-77.82357866
15995,-50.66532629,77,Low,-63.98005228
39288,-70.45252355,110,High,-59.07057436
2910,-63.1421649,97,Low,-78.75479093
28645,-79.51794114,59,High,-87.19846103
13371,-68.8648987,116,Low,-73.63413832
18496,-108.1878173,146,Medium,-52.62718054
41910,-111.0187012,41,Low,-66.4667217
34064,-105.0912194,68,Low,-76.2005307
16043,-66.9501694,69,High,-85.35135557
30162,-50.63150269,21,Low,-51.07341721
43596,-107.557879,87,High,-50.97880295
38495,-103.8095301,17,High,-73.79211665
831,-77.53776659,136,Medium,-84.21121801
39942,-58.77255523,130,Low,-86.90189863
11436,-114.8602616,84,High,-65.31015868
13311,-69.15452496,60,Low,-86.19038767
37549,-102.8935756,40,High,-84.45266574
36035,-118.0736329,28,Low,-72.63015867
11564,-102.8090475,79,High,-75.72506814
38797,-79.70496625,55,Medium,-60.02201296
46617,-118.0417274,36,High,-78.62528242
28339,-53.84640897,27,Medium,-89.44585932
4433,-97.03524482,82,High,-58.06769615
45276,-85.91159256,49,High,-56.74802845
49661,-75.27719591,3,High,-72.29760452
5426,-107.1113965,132,High,-75.75344492
22991,-72.76320772,45,Medium,-87.97846224
14498,-106.3391484,91,High,-80.85732218
5271,-53.71504051,128,Medium,-78.02004952
10567,-119.3827886,41,High,-59.85171451
47228,-113.576077,117,High,-84.08959464
44478,-87.32808563,10,High,-82.23050401
38183,-53.93316121,83,Medium,-81.89704098
35268,-98.214015,33,Low,-58.1842324
26851,-88.35361881,142,Low,-52.19033122
23182,-113.9770486,141,High,-69.70268783
41699,-82.01014291,63,Medium,-80.26823063
13414,-111.3667535,122,Low,-51.93034167
44614,-114.8856765,0,Low,-83.8421376
8974,-115.7481813,104,High,-57.84759462
31909,-55.32492984,49,Medium,-89.19608319
49201,-58.81383183,143,High,-58.9448773
40152,-83.01671023,56,High,-52.90758895
1208,-99.50402138,71,High,-71.26484573
45713,-64.65260034,25,Medium,-88.57510531
37825,-101.6700158,128,High,-73.49220916
23583,-64.55090268,98,Medium,-54.31489725
97,-51.32243038,23,Low,-85.45251214
25533,-61.62122094,73,Low,-78.28661499
38017,-109.0197235,14,Low,-85.43433151
48984,-62.60057288,129,High,-65.45317989
15010,-91.46457606,104,Medium,-55.89668324
10399,-107.8873901,0,Medium,-73.78538948
42461,-70.4164181,133,Medium,-53.9217615
36662,-90.43961226,99,Low,-51.81096658
10480,-116.4862485,53,High,-55.95319747
19434,-62.52187012,34,High,-78.76089361
45481,-63.10745609,120,Low,-69.10157549
3507,-65.85913406,49,High,-72.7953897
19526,-60.32131427,60,Low,-59.58021315
18915,-82.95672832,84,High,-61.51757645
24831,-77.23732438,4,Medium,-58.02008411
32818,-88.9442192,40,Medium,-60.97307076
13690,-81.13881144,69,Medium,-65.77336203
32543,-86.88907424,86,Low,-79.49115983
25115,-53.7277414,57,Medium,-70.66333786
41670,-52.12087538,112,Low,-69.26353146
6728,-118.5708809,98,Medium,-59.10998548
30643,-68.4589557,121,High,-74.06437496
14551,-79.5092171,65,High,-56.10180248
13465,-79.51380159,81,High,-55.66668136
33642,-80.36894378,75,High,-82.64576665
48012,-110.1321689,112,Medium,-57.18020565
37106,-108.642862,20,High,-78.79519543
36146,-54.06550444,115,Low,-70.72932791
27139,-118.2057717,122,Low,-89.60493894
46044,-59.23837226,115,Low,-71.14076975
33010,-72.06840199,128,Medium,-70.79937917
46250,-113.2068222,22,High,-53.30225874
20342,-97.59369755,115,High,-69.2215055
17054,-87.14114175,103,Low,-67.50838639
23516,-113.8363278,41,Medium,-53.55634222
6,-50.30545521,37,High,-66.58195919
26847,-113.1578953,44,Low,-66.60172315
25151,-57.56013114,44,High,-59.73089653
41123,-64.84468289,20,High,-74.90545381
22173,-50.00629803,79,Medium,-72.79873751
21216,-107.277089,83,High,-61.26458104
16289,-75.5375435,51,High,-62.96292865
9866,-117.0888704,82,Medium,-73.42989467
27148,-71.33373614,73,Low,-55.96198149
32446,-56.77377457,100,High,-87.8684486
30788,-94.66265362,44,Medium,-82.67830735
22074,-92.15952802,112,Medium,-88.17535746
16553,-81.38656016,113,Medium,-58.88388368
468,-110.463305,53,Medium,-86.05726977
4648,-88.85014223,29,Medium,-86.94164245
48204,-112.1866228,32,Low,-81.60512449
19534,-53.32394677,143,Low,-88.22468707
35254,-56.08807007,60,Low,-77.00394374
28768,-86.36384907,104,Low,-89.21935819
42426,-82.64563569,45,Low,-71.53017366
46039,-62.47274052,104,Low,-76.21239902
18654,-78.79951609,50,High,-88.77862724
12414,-119.5058135,86,Low,-89.61268178
15662,-108.1361559,141,Low,-61.84239012
29674,-54.48123322,13,High,-79.05732248
35184,-89.96466582,60,Low,-87.15064684
37493,-53.92125175,37,High,-87.68943301
22139,-87.02090005,97,Medium,-81.4661828
195,-79.9927982,15,High,-68.20639415
18952,-54.78287658,50,High,-55.44286283
27323,-63.43258766,16,Low,-55.13503367
43406,-55.55301134,92,Medium,-72.4436009
5102,-107.8398257,44,Low,-85.01855988
45398,-71.76472183,80,Low,-66.33793133
30276,-74.09482957,103,Medium,-73.39539886
1681,-58.75141102,53,High,-89.28862059
18636,-57.85540262,7,Low,-50.74739618
7744,-118.2117188,43,High,-61.34282437
278,-58.79977158,117,High,-84.23610082
38838,-55.45372749,40,Low,-76.77368464
7806,-52.11074835,62,Low,-59.98740987
49851,-84.30867004,92,Medium,-51.39076562
39348,-106.4535719,107,Low,-64.67550292
26071,-89.02284342,33,High,-76.9645737
9756,-57.39959232,117,Medium,-57.77229554
28701,-74.03157782,61,Medium,-73.66944958
40642,-103.6727362,24,Medium,-69.29499782
40223,-60.91529713,102,High,-50.66335026
16385,-89.29651585,75,High,-80.49266813
22943,-78.52797226,9,Medium,-63.04379858
14105,-84.91313139,99,Medium,-73.91679483
15502,-105.6258568,59,High,-83.7985352
10687,-91.42813456,133,High,-68.42236124
3881,-70.54764031,90,Medium,-59.86207782
35830,-100.6507963,31,Low,-67.69027768
5947,-51.6417358,119,Low,-70.23816829
49783,-56.37071517,21,High,-89.47584541
3869,-116.1473662,34,High,-79.13932133
2127,-52.3509958,44,Medium,-61.44122533
27731,-86.91169738,90,High,-54.19713189
9246,-88.58300701,86,Low,-56.14307299
13300,-74.79793938,37,Low,-50.16217956
17588,-101.4587422,51,High,-83.6788045
48062,-96.36459072,103,Low,-71.60207081
44769,-86.67728376,58,High,-58.74583605
35357,-58.09774947,44,Medium,-54.78527271
724,-86.28012827,105,High,-71.78795592
28777,-115.1475209,61,High,-88.73778217
21018,-113.3886708,131,Low,-65.74042687
2665,-57.2966386,147,Low,-87.93342968
31928,-67.37780607,80,Medium,-87.71436726
24670,-105.3283729,13,Low,-53.53906785
3576,-92.05575201,91,High,-68.02073449
47461,-116.7789062,149,Low,-54.49180831
37012,-114.4587596,79,Low,-53.55540613
45604,-68.33930324,140,High,-52.65585095
30615,-115.9958059,70,Medium,-62.40007698
38710,-55.62466535,105,Medium,-74.696612
10528,-63.50036975,20,Medium,-81.42257618
38598,-55.19379495,6,High,-79.6503408
13977,-59.69069484,51,Low,-88.35790543
40169,-97.95792596,130,High,-76.97412092
42390,-86.5223492,85,Low,-56.60739419
45826,-105.4985115,147,Medium,-87.06084022
47527,-96.42170328,49,High,-68.56894088
40534,-115.1874908,141,Medium,-52.27209244
13885,-50.52195063,54,Medium,-86.95702947
24983,-80.70118158,61,High,-69.77204816
21362,-60.1774472,23,High,-83.11069653
48542,-57.58791516,18,High,-68.72406376
163,-55.78477301,55,High,-61.0378799
35629,-86.78832941,60,High,-53.10840019
4114,-74.95129931,54,Low,-89.43915285
43873,-66.82872163,105,Low,-62.427068
44304,-60.60998927,57,Medium,-50.38963646
15523,-118.5865891,85,High,-64.34416184
29041,-87.15327046,66,Low,-85.55360115
24201,-51.19350193,32,High,-63.91464239
46111,-95.25591337,30,Low,-66.83296539
30441,-112.6267899,102,Medium,-77.32924355
44820,-67.72800616,139,Medium,-52.93561148
2320,-103.2236892,8,Medium,-54.08089893
15798,-69.52293491,109,Medium,-59.3330228
15886,-93.06528343,117,Medium,-50.99859756
524,-119.1704398,79,Medium,-64.003473
20889,-77.8361152,72,Low,-66.71659921
23087,-73.94579302,1,Medium,-86.93266611
28414,-103.2069101,109,High,-77.93208001
26000,-97.08920133,40,Medium,-69.05819971
37216,-93.44938248,123,High,-60.91401714
14772,-99.02308961,28,High,-88.79076384
18557,-82.60782819,92,Low,-64.99011018
15027,-78.10445529,9,Low,-57.29223755
22508,-74.30767047,49,Low,-63.32433147
46591,-65.037297,130,High,-85.98200132
5183,-96.65233551,93,Medium,-64.04623032
21058,-66.56729338,53,Low,-80.9145381
49183,-96.31693783,145,Medium,-78.4857292
44015,-92.68577632,48,Medium,-70.79949496
17480,-87.15991116,93,Medium,-85.75589383
2118,-108.9990929,74,Medium,-58.86284513
5763,-113.6067894,39,High,-78.02667339
2032,-73.77766039,142,High,-66.1763526
15237,-96.19625261,130,High,-86.7398312
11982,-74.72899296,102,Medium,-86.75557311
33051,-81.69581074,103,Low,-63.97683784
27942,-93.88961681,1,Low,-53.42713941
18237,-56.38736949,106,Medium,-63.78612096
6270,-77.74820474,33,Medium,-75.74174554
11858,-62.86652295,27,Medium,-86.33385331
3936,-106.1323713,15,Low,-58.98378482
45717,-79.12084943,113,High,-81.20308002
32566,-68.23731897,56,Low,-69.32507754
32813,-112.054046,38,High,-65.5280694
35285,-101.4042004,40,High,-56.01552489
26533,-90.0151242,140,Medium,-86.72046345
48980,-112.7738216,113,Medium,-89.65011224
5943,-100.1931792,9,Medium,-61.69029897
1578,-72.10226992,121,Low,-56.33020149
25101,-60.46574898,42,Low,-65.90694579
38225,-91.00734937,111,Low,-72.68429431
30233,-93.33790571,62,Medium,-82.49712877
19433,-70.32654616,9,Medium,-88.54757409
27342,-89.19518427,18,Low,-60.26681896
7691,-89.28075659,26,High,-67.35533417
35029,-82.70530045,102,Medium,-57.46538927
12939,-96.37685957,125,High,-86.86705581
880,-56.28856606,72,High,-65.71734937
23487,-87.25959397,4,High,-50.20328154
46457,-64.95295087,124,Medium,-72.13253542
6866,-104.6286598,57,High,-88.69456027
3972,-54.61707341,84,Low,-72.01557876
32060,-102.9874416,15,Medium,-77.58852338
48114,-77.75415295,59,High,-51.07427306
27067,-96.27251999,89,Medium,-83.2684851
5593,-53.22089541,64,Medium,-70.13573255
40765,-105.8300654,116,Low,-72.87323758
39940,-81.03783935,79,Low,-80.80882247
4378,-62.89480682,41,Low,-75.4443696
34305,-68.38530334,128,Low,-72.4987384
1616,-62.0474349,58,High,-82.58097987
32144,-56.98737284,91,Low,-52.18556551
2540,-89.16737278,139,High,-70.10332338
37667,-74.39201406,18,Medium,-72.27778016
21871,-88.4228711,39,High,-62.57825406
49119,-65.84163453,14,Low,-85.67902033
30389,-66.63833908,69,Low,-86.51809258
14003,-54.90774564,30,High,-87.64015919
2814,-58.55418719,0,Low,-72.47660653
36487,-74.61049166,134,Medium,-88.59136535
11657,-103.0121856,6,High,-56.81714489
41939,-77.87735465,51,Low,-77.38376015
36786,-84.87086819,120,Medium,-60.58390441
3899,-87.68256433,41,Medium,-72.70403364
37854,-71.39075965,66,High,-67.75416653
40215,-91.86183196,135,Low,-64.37718949
20833,-52.77516504,20,High,-51.11564017
16839,-118.2158208,1,Low,-79.19852322
1931,-69.26590582,141,Low,-78.82243388
8748,-51.65642751,77,High,-82.42260079
2287,-78.01422158,94,High,-75.12275489
47170,-60.05757534,136,High,-62.91205123
32498,-77.14556811,74,Low,-50.7027682
17073,-113.2426758,11,Low,-50.86154363
30189,-61.42559106,49,High,-81.36504212
20103,-50.01972401,67,Medium,-86.65680463
34295,-115.7300339,88,Medium,-74.98118748
15039,-78.70137316,11,Medium,-76.66841212
36923,-108.3369905,27,High,-75.42153954
16788,-70.34665226,11,High,-62.43308726
28411,-65.6544588,98,High,-53.64014225
34758,-96.39727869,109,Low,-50.86617325
44563,-116.4075506,0,Low,-55.14972554
5248,-66.186998,112,High,-66.07910539
649,-112.0959651,42,Medium,-61.12696861
14534,-55.24305026,88,High,-73.45159617
41336,-94.87354958,137,High,-58.94610212
