customer_id,device_type,num_devices_registered,device_age_months,network_generation,os_type,uses_5g,device_security_patch
13735,Smartphone,2,21,4G,Android,FALSE,Outdated
13736,Feature Phone,4,6,LTE,Android,FALSE,Outdated
13737,Smartphone,4,1,5G,Android,TRUE,Up-to-date
13738,Feature Phone,3,5,LTE,iOS,FALSE,Up-to-date
13739,Smartphone,3,21,4G,Android,FALSE,Up-to-date
13740,Smartphone,2,12,4G,iOS,TRUE,Outdated
13741,Smartphone,1,9,LTE,Android,TRUE,Up-to-date
13742,Smartphone,1,30,4G,Android,FALSE,Outdated
13743,Smartphone,2,35,5G,Android,FALSE,Up-to-date
13744,Smartphone,3,27,4G,Android,TRUE,Outdated
13745,Smartphone,1,15,4G,Android,TRUE,Outdated
13746,Smartphone,4,26,LTE,Android,TRUE,Up-to-date
13747,Smartphone,3,11,4G,iOS,FALSE,Outdated
13748,Smartphone,2,26,4G,Android,TRUE,Up-to-date
13749,Smartphone,4,34,LTE,Other,FALSE,Up-to-date
13750,Smartphone,3,9,LTE,Other,FALSE,Outdated
13751,Smartphone,3,10,5G,Android,FALSE,Up-to-date
13752,Smartphone,3,15,5G,iOS,FALSE,Up-to-date
13753,Smartphone,1,27,5G,iOS,FALSE,Outdated
13754,Smartphone,1,5,5G,iOS,FALSE,Up-to-date
13755,Smartphone,1,13,4G,Android,TRUE,Up-to-date
13756,Smartphone,4,13,LTE,Android,FALSE,Up-to-date
13757,Smartphone,1,18,4G,iOS,FALSE,Up-to-date
13758,Smartphone,3,21,4G,iOS,FALSE,Outdated
13759,Smartphone,2,5,LTE,Android,FALSE,Outdated
13760,Smartphone,4,33,4G,Other,TRUE,Outdated
13761,Smartphone,1,19,LTE,Android,TRUE,Up-to-date
13762,Smartphone,1,5,5G,iOS,FALSE,Up-to-date
13763,Smartphone,4,11,LTE,Other,FALSE,Up-to-date
13764,Smartphone,3,36,5G,Android,TRUE,Outdated
13765,Smartphone,3,8,4G,iOS,TRUE,Up-to-date
13766,Tablet,2,10,4G,Android,FALSE,Up-to-date
13767,Tablet,4,8,4G,iOS,TRUE,Outdated
13768,Smartphone,4,29,5G,iOS,FALSE,Up-to-date
13769,Feature Phone,2,18,4G,Android,FALSE,Outdated
13770,Tablet,2,30,4G,iOS,FALSE,Outdated
13771,Smartphone,4,25,LTE,Android,TRUE,Up-to-date
13772,Smartphone,4,12,5G,iOS,FALSE,Up-to-date
13773,Smartphone,1,34,LTE,Android,FALSE,Outdated
13774,Smartphone,1,10,LTE,Android,TRUE,Up-to-date
13775,Smartphone,4,30,4G,Android,FALSE,Outdated
13776,Smartphone,3,35,4G,Android,TRUE,Up-to-date
13777,Feature Phone,3,28,LTE,Android,FALSE,Up-to-date
13778,Smartphone,1,20,5G,iOS,TRUE,Outdated
13779,Smartphone,3,10,4G,Android,FALSE,Outdated
13780,Smartphone,1,0,4G,Android,TRUE,Up-to-date
13781,Smartphone,1,23,5G,Android,FALSE,Outdated
13782,Smartphone,1,3,4G,Android,FALSE,Outdated
13783,Smartphone,2,26,4G,Android,TRUE,Outdated
13784,Smartphone,1,29,5G,Android,TRUE,Up-to-date
13785,Smartwatch,2,0,4G,Android,FALSE,Outdated
13786,Feature Phone,1,5,4G,Android,FALSE,Up-to-date
13787,Smartphone,2,20,4G,Android,FALSE,Up-to-date
13788,Smartphone,3,16,4G,Android,FALSE,Outdated
13789,Feature Phone,4,31,4G,Android,FALSE,Up-to-date
13790,Smartphone,1,6,LTE,iOS,TRUE,Up-to-date
13791,Smartwatch,4,32,4G,Android,FALSE,Outdated
13792,Smartphone,3,17,4G,iOS,FALSE,Up-to-date
13793,Tablet,4,6,5G,iOS,FALSE,Outdated
13794,Smartphone,1,34,4G,iOS,FALSE,Outdated
13795,Smartphone,1,36,4G,Android,FALSE,Outdated
13796,Smartphone,2,22,4G,Android,FALSE,Outdated
13797,Smartphone,1,9,4G,Android,FALSE,Up-to-date
13798,Feature Phone,2,6,4G,Android,FALSE,Up-to-date
13799,Smartwatch,3,16,4G,Android,TRUE,Up-to-date
13800,Feature Phone,1,35,LTE,iOS,FALSE,Outdated
13801,Smartphone,3,21,4G,Android,TRUE,Up-to-date
13802,Smartphone,1,25,4G,iOS,FALSE,Up-to-date
13803,Smartphone,3,21,5G,iOS,TRUE,Up-to-date
13804,Smartphone,2,2,4G,Android,FALSE,Outdated
13805,Smartphone,1,20,4G,Other,FALSE,Outdated
13806,Smartphone,1,29,4G,iOS,TRUE,Outdated
13807,Smartphone,3,17,5G,iOS,TRUE,Up-to-date
13808,Smartphone,4,19,4G,Android,FALSE,Outdated
13809,Smartphone,1,10,4G,iOS,TRUE,Outdated
13810,Smartphone,2,24,5G,Android,TRUE,Up-to-date
13811,Smartphone,1,17,4G,Android,TRUE,Up-to-date
13812,Smartwatch,4,19,LTE,Android,FALSE,Up-to-date
13813,Smartphone,4,13,4G,iOS,TRUE,Outdated
13814,Smartphone,1,8,4G,Android,FALSE,Up-to-date
13815,Smartphone,3,24,4G,Android,FALSE,Outdated
13816,Smartphone,1,1,4G,Android,TRUE,Outdated
13817,Smartphone,3,24,5G,Android,FALSE,Up-to-date
13818,Feature Phone,2,0,4G,Android,FALSE,Up-to-date
13819,Smartphone,3,34,4G,Android,FALSE,Up-to-date
13820,Smartphone,4,4,5G,iOS,TRUE,Up-to-date
13821,Smartphone,2,0,LTE,Android,FALSE,Up-to-date
13822,Feature Phone,3,32,LTE,iOS,FALSE,Up-to-date
13823,Smartphone,1,18,5G,Android,FALSE,Outdated
13824,Smartwatch,2,12,4G,Android,TRUE,Outdated
13825,Smartphone,3,25,4G,Android,TRUE,Outdated
13826,Tablet,2,3,4G,iOS,FALSE,Up-to-date
13827,Smartphone,2,25,4G,iOS,FALSE,Up-to-date
13828,Smartphone,1,34,4G,iOS,FALSE,Up-to-date
13829,Smartphone,3,2,4G,iOS,TRUE,Up-to-date
13830,Tablet,4,4,5G,iOS,TRUE,Outdated
13831,Smartphone,2,30,5G,Android,FALSE,Outdated
13832,Smartwatch,4,34,4G,Android,FALSE,Outdated
13833,Feature Phone,2,25,LTE,Android,FALSE,Outdated
13834,Smartwatch,3,30,LTE,Android,FALSE,Outdated
13835,Smartphone,2,16,4G,Android,TRUE,Up-to-date
13836,Smartphone,3,28,4G,Android,FALSE,Up-to-date
13837,Smartphone,4,34,4G,Android,TRUE,Up-to-date
13838,Smartwatch,2,35,4G,iOS,FALSE,Up-to-date
13839,Smartphone,3,21,LTE,Android,TRUE,Up-to-date
13840,Smartphone,1,25,5G,Android,FALSE,Up-to-date
13841,Smartphone,3,21,LTE,iOS,TRUE,Outdated
13842,Smartphone,3,28,4G,Android,FALSE,Outdated
13843,Smartphone,3,30,5G,iOS,TRUE,Outdated
13844,Feature Phone,2,21,LTE,Android,FALSE,Up-to-date
13845,Smartphone,3,32,5G,Android,FALSE,Outdated
13846,Smartphone,4,29,5G,Android,FALSE,Outdated
13847,Smartphone,4,16,5G,Android,FALSE,Outdated
13848,Smartphone,2,6,4G,Android,FALSE,Up-to-date
13849,Feature Phone,4,11,4G,Android,FALSE,Outdated
13850,Smartphone,2,11,5G,Android,TRUE,Up-to-date
13851,Feature Phone,3,9,LTE,iOS,FALSE,Outdated
13852,Smartphone,3,33,4G,iOS,TRUE,Outdated
13853,Smartphone,3,35,4G,Android,FALSE,Up-to-date
13854,Smartphone,1,30,4G,iOS,FALSE,Up-to-date
13855,Smartphone,4,1,4G,iOS,TRUE,Up-to-date
13856,Smartphone,3,15,4G,Android,TRUE,Up-to-date
13857,Smartphone,3,12,4G,Other,FALSE,Up-to-date
13858,Smartphone,1,5,5G,iOS,FALSE,Outdated
13859,Smartwatch,3,25,4G,Android,TRUE,Up-to-date
13860,Smartphone,1,7,5G,iOS,FALSE,Up-to-date
13861,Smartwatch,4,8,4G,Android,FALSE,Up-to-date
13862,Smartphone,1,3,5G,Android,FALSE,Up-to-date
13863,Smartphone,3,4,4G,Android,FALSE,Outdated
13864,Smartphone,2,0,LTE,iOS,FALSE,Up-to-date
13865,Smartphone,3,21,5G,Android,TRUE,Up-to-date
13866,Smartphone,4,20,4G,Android,TRUE,Up-to-date
13867,Smartphone,1,29,LTE,Other,TRUE,Outdated
13868,Smartphone,1,31,4G,Android,FALSE,Up-to-date
13869,Smartphone,3,22,4G,Android,FALSE,Outdated
13870,Smartwatch,1,32,5G,Android,TRUE,Up-to-date
13871,Smartphone,1,18,4G,iOS,FALSE,Up-to-date
13872,Smartphone,2,22,4G,Android,TRUE,Up-to-date
13873,Smartphone,1,16,4G,Android,FALSE,Outdated
13874,Smartphone,2,11,4G,Android,FALSE,Up-to-date
13875,Smartphone,1,23,5G,iOS,TRUE,Outdated
13876,Smartphone,1,35,5G,Android,TRUE,Up-to-date
13877,Smartphone,1,18,LTE,Android,FALSE,Outdated
13878,Smartphone,1,3,5G,Android,FALSE,Outdated
13879,Smartphone,4,26,LTE,iOS,FALSE,Outdated
13880,Smartphone,3,2,4G,Android,FALSE,Outdated
13881,Feature Phone,1,24,LTE,Android,FALSE,Outdated
13882,Smartphone,2,14,LTE,iOS,TRUE,Outdated
13883,Smartphone,2,32,LTE,iOS,TRUE,Outdated
13884,Smartphone,2,15,5G,Android,FALSE,Outdated
13885,Smartphone,3,33,4G,Android,FALSE,Up-to-date
13886,Smartphone,1,29,5G,Android,TRUE,Outdated
13887,Tablet,2,7,4G,iOS,FALSE,Outdated
13888,Tablet,4,20,LTE,Android,TRUE,Up-to-date
13889,Feature Phone,4,4,LTE,iOS,FALSE,Outdated
13890,Smartphone,2,18,5G,iOS,FALSE,Outdated
13891,Smartphone,4,31,5G,iOS,FALSE,Outdated
13892,Smartphone,4,6,4G,Other,FALSE,Outdated
13893,Smartphone,2,8,5G,Android,FALSE,Up-to-date
13894,Smartphone,2,35,LTE,Other,FALSE,Outdated
13895,Feature Phone,2,30,4G,iOS,FALSE,Up-to-date
13896,Smartphone,4,30,4G,Android,FALSE,Up-to-date
13897,Smartphone,2,1,5G,Android,TRUE,Up-to-date
13898,Tablet,3,1,4G,Android,FALSE,Up-to-date
13899,Smartphone,4,18,LTE,Android,FALSE,Up-to-date
13900,Smartphone,3,15,LTE,Android,TRUE,Outdated
13901,Smartphone,1,1,4G,Android,TRUE,Outdated
13902,Smartphone,4,3,4G,Android,FALSE,Up-to-date
13903,Smartphone,1,33,4G,Android,FALSE,Up-to-date
13904,Smartphone,4,15,LTE,iOS,TRUE,Up-to-date
13905,Smartphone,2,35,5G,iOS,TRUE,Up-to-date
13906,Smartphone,3,7,4G,Android,FALSE,Up-to-date
13907,Smartwatch,4,7,4G,iOS,FALSE,Outdated
13908,Smartphone,1,27,4G,iOS,TRUE,Up-to-date
13909,Feature Phone,3,30,LTE,Android,FALSE,Up-to-date
13910,Smartphone,2,24,4G,Android,FALSE,Up-to-date
13911,Smartphone,2,27,4G,Android,FALSE,Outdated
13912,Smartphone,1,31,4G,iOS,TRUE,Outdated
13913,Tablet,4,20,5G,Other,FALSE,Up-to-date
13914,Smartphone,1,12,4G,Android,FALSE,Up-to-date
13915,Smartphone,3,6,5G,iOS,TRUE,Up-to-date
13916,Smartphone,1,30,5G,Android,FALSE,Outdated
13917,Smartphone,1,0,4G,Android,FALSE,Outdated
13918,Smartphone,1,34,4G,iOS,FALSE,Outdated
13919,Tablet,1,0,LTE,iOS,FALSE,Outdated
13920,Smartphone,1,15,LTE,Other,FALSE,Outdated
13921,Smartphone,3,23,5G,Android,TRUE,Outdated
13922,Smartwatch,2,12,4G,Android,TRUE,Outdated
13923,Smartphone,3,20,LTE,Android,TRUE,Outdated
13924,Smartphone,2,6,5G,iOS,FALSE,Up-to-date
13925,Smartphone,4,30,4G,Android,FALSE,Up-to-date
13926,Feature Phone,3,36,4G,iOS,FALSE,Up-to-date
13927,Smartphone,4,12,4G,iOS,FALSE,Outdated
13928,Smartphone,1,5,4G,iOS,FALSE,Up-to-date
13929,Smartphone,2,0,4G,Android,TRUE,Up-to-date
13930,Feature Phone,4,19,4G,iOS,FALSE,Up-to-date
13931,Smartphone,2,30,4G,iOS,FALSE,Outdated
13932,Smartphone,3,6,4G,Android,FALSE,Up-to-date
13933,Smartphone,2,23,4G,Android,FALSE,Outdated
13934,Smartphone,1,11,4G,Android,FALSE,Up-to-date
13935,Smartphone,2,31,4G,Android,FALSE,Outdated
13936,Smartwatch,1,25,5G,Android,TRUE,Up-to-date
13937,Smartphone,2,18,4G,iOS,FALSE,Up-to-date
13938,Smartphone,1,9,5G,Android,FALSE,Up-to-date
13939,Smartphone,4,9,5G,Android,TRUE,Outdated
13940,Smartphone,4,29,4G,Other,FALSE,Up-to-date
13941,Smartphone,1,18,LTE,Android,FALSE,Up-to-date
13942,Smartphone,2,22,4G,iOS,FALSE,Outdated
13943,Smartphone,2,9,5G,Android,TRUE,Up-to-date
13944,Smartphone,4,15,LTE,Android,TRUE,Outdated
13945,Smartphone,2,20,4G,Android,TRUE,Outdated
13946,Smartphone,1,33,LTE,Android,TRUE,Up-to-date
13947,Smartwatch,3,29,LTE,Android,FALSE,Outdated
13948,Smartphone,2,8,5G,iOS,FALSE,Outdated
13949,Smartphone,1,15,4G,Android,FALSE,Up-to-date
13950,Smartphone,2,23,5G,Android,FALSE,Up-to-date
13951,Smartwatch,2,19,4G,iOS,TRUE,Up-to-date
13952,Smartphone,3,1,5G,Android,FALSE,Outdated
13953,Smartphone,4,2,LTE,Android,FALSE,Up-to-date
13954,Smartwatch,3,21,4G,Android,FALSE,Up-to-date
13955,Smartphone,4,5,4G,Android,FALSE,Outdated
13956,Smartphone,4,33,4G,Android,FALSE,Up-to-date
13957,Feature Phone,3,17,LTE,Other,FALSE,Up-to-date
13958,Smartphone,4,34,4G,Other,FALSE,Outdated
13959,Smartphone,4,7,4G,iOS,TRUE,Up-to-date
13960,Smartphone,4,8,4G,Android,FALSE,Outdated
13961,Smartphone,1,36,LTE,iOS,FALSE,Up-to-date
13962,Smartphone,4,21,5G,iOS,FALSE,Outdated
13963,Smartphone,4,25,LTE,Android,FALSE,Up-to-date
13964,Smartphone,4,28,5G,Android,TRUE,Up-to-date
13965,Smartphone,4,7,5G,Android,FALSE,Up-to-date
13966,Smartphone,3,19,5G,Android,FALSE,Outdated
13967,Feature Phone,1,25,LTE,Android,FALSE,Outdated
13968,Smartphone,1,20,5G,iOS,FALSE,Outdated
13969,Smartphone,3,10,LTE,Android,FALSE,Up-to-date
13970,Smartphone,4,36,5G,Android,FALSE,Up-to-date
13971,Smartphone,3,28,4G,Android,FALSE,Outdated
13972,Smartphone,1,4,5G,iOS,FALSE,Up-to-date
13973,Smartphone,4,4,5G,Android,FALSE,Up-to-date
13974,Feature Phone,3,6,4G,iOS,FALSE,Outdated
13975,Smartwatch,4,1,5G,Android,FALSE,Up-to-date
13976,Smartphone,1,36,4G,iOS,TRUE,Up-to-date
13977,Feature Phone,2,9,LTE,Android,FALSE,Up-to-date
13978,Smartphone,3,24,5G,Android,TRUE,Outdated
13979,Feature Phone,4,5,4G,iOS,FALSE,Outdated
13980,Smartphone,4,14,4G,Android,FALSE,Outdated
13981,Smartphone,1,5,5G,Android,FALSE,Up-to-date
13982,Smartphone,3,32,LTE,Other,FALSE,Outdated
13983,Smartphone,4,33,LTE,Android,TRUE,Up-to-date
13984,Smartphone,1,35,5G,Android,FALSE,Outdated
13985,Smartphone,4,24,4G,Android,FALSE,Outdated
13986,Tablet,3,13,4G,Android,FALSE,Outdated
13987,Smartphone,3,25,4G,iOS,FALSE,Up-to-date
13988,Smartphone,4,13,LTE,iOS,TRUE,Up-to-date
13989,Smartphone,4,34,LTE,iOS,FALSE,Up-to-date
13990,Smartphone,4,14,4G,Android,TRUE,Up-to-date
13991,Smartphone,3,25,5G,iOS,TRUE,Outdated
13992,Smartphone,1,24,5G,Android,TRUE,Outdated
13993,Smartphone,1,10,4G,Android,FALSE,Outdated
13994,Smartphone,3,3,4G,iOS,FALSE,Up-to-date
13995,Smartphone,3,4,4G,Android,TRUE,Up-to-date
13996,Smartphone,3,20,4G,Android,TRUE,Up-to-date
13997,Smartphone,2,15,5G,Other,FALSE,Up-to-date
13998,Smartphone,3,3,LTE,Android,FALSE,Up-to-date
13999,Tablet,4,13,LTE,iOS,TRUE,Up-to-date
14000,Smartphone,3,4,4G,Android,FALSE,Outdated
14001,Tablet,3,36,5G,iOS,FALSE,Outdated
14002,Smartphone,4,16,4G,Other,FALSE,Outdated
14003,Smartphone,3,20,4G,Android,TRUE,Outdated
14004,Smartphone,1,33,4G,Android,FALSE,Up-to-date
14005,Smartphone,2,3,5G,Other,FALSE,Up-to-date
14006,Smartphone,2,22,LTE,Android,TRUE,Outdated
14007,Smartphone,2,2,5G,Android,TRUE,Outdated
14008,Smartphone,3,14,5G,Android,FALSE,Outdated
14009,Smartphone,4,16,LTE,iOS,TRUE,Up-to-date
14010,Smartphone,3,10,4G,Android,TRUE,Up-to-date
14011,Smartphone,3,16,4G,Android,FALSE,Up-to-date
14012,Feature Phone,2,9,LTE,Android,FALSE,Up-to-date
14013,Feature Phone,3,3,LTE,iOS,FALSE,Outdated
14014,Smartphone,2,24,LTE,Android,FALSE,Outdated
14015,Smartphone,2,26,4G,Android,FALSE,Outdated
14016,Smartphone,2,27,4G,iOS,FALSE,Outdated
14017,Tablet,3,32,4G,Android,FALSE,Outdated
14018,Smartphone,3,19,5G,Android,TRUE,Outdated
14019,Smartphone,2,3,4G,iOS,TRUE,Up-to-date
14020,Smartphone,3,21,LTE,iOS,TRUE,Up-to-date
14021,Smartphone,1,34,5G,Android,FALSE,Outdated
14022,Smartphone,3,10,5G,iOS,FALSE,Outdated
14023,Smartphone,2,17,LTE,Android,FALSE,Outdated
14024,Feature Phone,2,6,4G,Android,FALSE,Outdated
14025,Feature Phone,1,23,4G,Android,FALSE,Outdated
14026,Smartphone,4,13,5G,iOS,FALSE,Outdated
14027,Smartphone,2,15,5G,Android,FALSE,Outdated
14028,Smartphone,1,31,4G,iOS,FALSE,Outdated
14029,Smartphone,3,14,4G,Android,FALSE,Outdated
14030,Tablet,3,10,5G,Android,FALSE,Outdated
14031,Smartwatch,2,5,5G,iOS,FALSE,Outdated
14032,Feature Phone,1,28,LTE,Android,FALSE,Up-to-date
14033,Tablet,1,15,4G,Android,FALSE,Outdated
14034,Smartphone,3,21,4G,Android,FALSE,Up-to-date
14035,Smartphone,3,24,4G,iOS,FALSE,Outdated
14036,Smartphone,2,19,LTE,Android,TRUE,Outdated
14037,Smartphone,4,32,LTE,iOS,FALSE,Up-to-date
14038,Feature Phone,1,10,LTE,Android,FALSE,Up-to-date
14039,Tablet,4,33,5G,iOS,FALSE,Outdated
14040,Smartphone,3,7,4G,iOS,TRUE,Outdated
14041,Smartphone,2,28,5G,Android,FALSE,Outdated
14042,Tablet,2,25,5G,Android,FALSE,Up-to-date
14043,Smartphone,1,17,5G,iOS,FALSE,Up-to-date
14044,Smartphone,4,36,5G,iOS,TRUE,Outdated
14045,Smartphone,4,29,4G,Android,TRUE,Up-to-date
14046,Tablet,3,34,5G,Android,TRUE,Up-to-date
14047,Feature Phone,2,19,LTE,Android,FALSE,Up-to-date
14048,Tablet,1,25,4G,Other,FALSE,Outdated
14049,Smartwatch,3,34,5G,iOS,FALSE,Up-to-date
14050,Smartphone,3,31,5G,iOS,TRUE,Up-to-date
14051,Smartphone,3,4,4G,Android,TRUE,Up-to-date
14052,Smartphone,3,22,LTE,Other,TRUE,Up-to-date
14053,Smartphone,3,25,4G,Android,TRUE,Outdated
14054,Smartphone,4,27,5G,Android,TRUE,Outdated
14055,Smartphone,3,20,4G,Android,FALSE,Up-to-date
14056,Smartphone,2,7,4G,Android,FALSE,Up-to-date
14057,Smartphone,1,10,4G,Android,FALSE,Up-to-date
14058,Smartphone,2,6,4G,Android,FALSE,Outdated
14059,Smartphone,2,22,5G,Android,TRUE,Outdated
14060,Smartphone,2,31,5G,Android,TRUE,Outdated
14061,Feature Phone,4,5,4G,iOS,FALSE,Outdated
14062,Smartphone,4,17,LTE,iOS,TRUE,Outdated
14063,Smartphone,4,5,5G,iOS,FALSE,Outdated
14064,Smartphone,1,26,4G,Android,TRUE,Up-to-date
14065,Smartphone,4,34,4G,Android,FALSE,Up-to-date
14066,Smartphone,1,31,4G,iOS,FALSE,Outdated
14067,Smartphone,1,2,4G,Android,TRUE,Up-to-date
14068,Smartphone,3,6,5G,Android,FALSE,Up-to-date
14069,Feature Phone,2,2,LTE,iOS,FALSE,Outdated
14070,Smartphone,3,24,4G,Android,TRUE,Outdated
14071,Smartwatch,3,2,LTE,iOS,FALSE,Up-to-date
14072,Smartphone,2,34,4G,Android,FALSE,Outdated
14073,Smartphone,4,25,4G,Android,TRUE,Up-to-date
14074,Smartphone,3,20,4G,iOS,FALSE,Up-to-date
14075,Smartwatch,3,27,LTE,Other,FALSE,Outdated
14076,Smartphone,4,23,4G,iOS,TRUE,Outdated
14077,Smartphone,3,9,4G,Android,FALSE,Up-to-date
14078,Smartphone,2,1,4G,Android,TRUE,Outdated
14079,Smartphone,3,26,LTE,Android,TRUE,Outdated
14080,Smartwatch,4,27,4G,Android,FALSE,Up-to-date
14081,Smartphone,3,30,4G,iOS,TRUE,Outdated
14082,Smartphone,4,33,5G,Android,TRUE,Outdated
14083,Smartphone,1,25,4G,Android,TRUE,Outdated
14084,Feature Phone,2,21,4G,Android,FALSE,Up-to-date
14085,Smartwatch,4,0,4G,Android,FALSE,Outdated
14086,Smartphone,1,16,4G,Android,FALSE,Up-to-date
14087,Smartphone,4,3,4G,Other,TRUE,Up-to-date
14088,Smartwatch,2,15,4G,Android,FALSE,Outdated
14089,Smartphone,2,24,5G,Android,TRUE,Up-to-date
14090,Smartphone,4,32,LTE,Android,FALSE,Outdated
14091,Smartphone,3,33,LTE,iOS,FALSE,Up-to-date
14092,Feature Phone,3,21,LTE,Android,FALSE,Up-to-date
14093,Smartphone,4,2,4G,iOS,TRUE,Outdated
14094,Smartphone,3,14,4G,Android,TRUE,Up-to-date
14095,Smartphone,1,24,4G,Android,FALSE,Up-to-date
14096,Smartphone,1,9,4G,iOS,FALSE,Outdated
14097,Smartphone,2,1,4G,Android,FALSE,Up-to-date
14098,Smartphone,4,35,5G,iOS,TRUE,Up-to-date
14099,Tablet,4,33,LTE,iOS,FALSE,Up-to-date
14100,Smartphone,2,13,5G,Android,FALSE,Outdated
14101,Smartphone,3,7,4G,Android,TRUE,Up-to-date
14102,Smartphone,4,27,4G,iOS,FALSE,Up-to-date
14103,Feature Phone,4,35,4G,iOS,FALSE,Outdated
14104,Feature Phone,2,14,4G,Android,FALSE,Outdated
14105,Smartphone,2,27,LTE,Other,FALSE,Up-to-date
14106,Smartphone,4,6,5G,iOS,FALSE,Outdated
14107,Smartphone,2,16,4G,Android,FALSE,Outdated
14108,Smartphone,2,24,4G,Android,TRUE,Outdated
14109,Feature Phone,4,5,LTE,Android,FALSE,Up-to-date
14110,Smartphone,2,21,4G,Android,FALSE,Outdated
14111,Feature Phone,1,35,LTE,Android,FALSE,Up-to-date
14112,Smartphone,2,25,4G,Android,TRUE,Up-to-date
14113,Tablet,4,8,4G,Android,TRUE,Outdated
14114,Feature Phone,4,12,LTE,Android,FALSE,Outdated
14115,Smartphone,1,25,LTE,iOS,FALSE,Up-to-date
14116,Smartphone,2,33,4G,Other,FALSE,Up-to-date
14117,Smartphone,3,10,4G,Android,TRUE,Up-to-date
14118,Smartphone,1,4,4G,Android,FALSE,Up-to-date
14119,Smartphone,2,1,5G,Android,FALSE,Outdated
14120,Smartphone,1,15,4G,iOS,TRUE,Up-to-date
14121,Smartphone,4,17,LTE,Android,TRUE,Outdated
14122,Feature Phone,3,23,4G,Other,FALSE,Outdated
14123,Smartphone,4,13,4G,Android,FALSE,Up-to-date
14124,Smartphone,2,1,5G,Android,FALSE,Up-to-date
14125,Smartphone,1,29,5G,iOS,FALSE,Outdated
14126,Smartphone,1,16,5G,Android,FALSE,Up-to-date
14127,Smartphone,2,31,5G,Android,TRUE,Up-to-date
14128,Smartphone,4,22,4G,Android,FALSE,Outdated
14129,Smartphone,4,32,5G,Android,FALSE,Up-to-date
14130,Feature Phone,4,10,4G,iOS,FALSE,Outdated
14131,Smartwatch,1,16,5G,Android,FALSE,Up-to-date
14132,Smartphone,2,6,5G,Android,FALSE,Outdated
14133,Smartphone,1,23,LTE,Android,FALSE,Outdated
14134,Smartwatch,3,9,LTE,Android,FALSE,Outdated
14135,Tablet,2,32,LTE,Android,TRUE,Outdated
14136,Smartphone,2,28,5G,iOS,FALSE,Up-to-date
14137,Smartphone,3,33,5G,Android,FALSE,Outdated
14138,Smartphone,1,4,4G,Android,TRUE,Outdated
14139,Smartphone,2,22,4G,iOS,FALSE,Outdated
14140,Smartphone,1,30,LTE,iOS,FALSE,Up-to-date
14141,Smartphone,2,2,5G,Android,FALSE,Outdated
14142,Smartphone,4,23,4G,iOS,TRUE,Up-to-date
14143,Smartphone,2,16,4G,iOS,FALSE,Outdated
14144,Smartphone,1,18,4G,Other,FALSE,Up-to-date
14145,Smartphone,2,26,5G,Android,TRUE,Up-to-date
14146,Smartphone,2,20,4G,iOS,FALSE,Up-to-date
14147,Smartphone,1,29,4G,Android,FALSE,Up-to-date
14148,Smartphone,1,14,5G,Android,FALSE,Outdated
14149,Smartphone,1,11,5G,iOS,FALSE,Up-to-date
14150,Smartphone,3,20,4G,Android,TRUE,Outdated
14151,Smartphone,3,18,4G,Android,FALSE,Outdated
14152,Feature Phone,2,28,4G,Android,FALSE,Up-to-date
14153,Tablet,3,8,LTE,Android,TRUE,Up-to-date
14154,Feature Phone,1,10,LTE,Android,FALSE,Up-to-date
14155,Smartphone,3,22,LTE,iOS,FALSE,Up-to-date
14156,Smartphone,2,0,4G,Other,FALSE,Up-to-date
14157,Smartwatch,1,16,5G,Other,FALSE,Outdated
14158,Smartphone,1,24,5G,Android,FALSE,Outdated
14159,Feature Phone,1,20,4G,Other,FALSE,Up-to-date
14160,Smartphone,4,10,LTE,Android,TRUE,Up-to-date
14161,Feature Phone,4,9,4G,iOS,FALSE,Up-to-date
14162,Smartphone,2,22,LTE,Android,TRUE,Up-to-date
14163,Feature Phone,2,0,LTE,Android,FALSE,Outdated
14164,Smartphone,4,24,4G,Android,FALSE,Outdated
14165,Smartphone,4,22,5G,Android,FALSE,Up-to-date
14166,Smartphone,4,17,5G,iOS,FALSE,Up-to-date
14167,Smartphone,1,34,5G,iOS,TRUE,Up-to-date
14168,Feature Phone,1,33,4G,Android,FALSE,Outdated
14169,Smartphone,4,1,5G,iOS,FALSE,Up-to-date
14170,Smartphone,1,28,4G,iOS,TRUE,Outdated
14171,Smartphone,3,11,4G,Other,TRUE,Outdated
14172,Smartphone,2,25,5G,iOS,FALSE,Up-to-date
14173,Feature Phone,1,34,LTE,Android,FALSE,Up-to-date
14174,Smartphone,3,33,LTE,iOS,FALSE,Outdated
14175,Smartphone,1,21,5G,iOS,FALSE,Up-to-date
14176,Smartphone,1,20,4G,Android,FALSE,Outdated
14177,Smartphone,1,28,LTE,Android,FALSE,Up-to-date
14178,Smartphone,3,11,LTE,Android,FALSE,Up-to-date
14179,Smartphone,2,8,4G,iOS,FALSE,Outdated
14180,Smartwatch,2,6,LTE,iOS,FALSE,Outdated
14181,Smartphone,1,35,4G,Android,FALSE,Up-to-date
14182,Smartphone,4,31,4G,iOS,FALSE,Outdated
14183,Smartphone,1,5,4G,iOS,TRUE,Up-to-date
14184,Smartphone,2,5,4G,iOS,FALSE,Up-to-date
14185,Smartphone,1,36,4G,Android,TRUE,Outdated
14186,Smartphone,4,1,4G,Android,TRUE,Outdated
14187,Smartphone,1,31,LTE,Other,FALSE,Up-to-date
14188,Smartphone,1,12,LTE,iOS,FALSE,Outdated
