customer_id,monthly_online_purchases,avg_cart_value,most_purchased_category,ad_clicks_per_month,offer_response_rate,marketing_emails_opened,preferred_contact_channel
11155,24,220,Groceries,2,0.59,7,SMS
11156,34,466,Entertainment,50,0.136,4,SMS
11157,11,669,Groceries,27,0.038,7,App
11158,15,455,Clothing,35,0.475,1,Email
11159,22,626,Fast_Food,64,0.198,3,App
11160,14,44,Entertainment,51,0.178,19,Phone
11161,39,549,Fast_Food,25,0.96,17,App
11162,2,90,Clothing,3,0.508,14,SMS
11163,8,618,Clothing,37,0.227,0,Email
11164,23,459,Clothing,46,0.556,7,App
11165,12,147,Groceries,57,0.228,20,SMS
11166,9,326,Clothing,14,0.471,11,App
11167,21,509,Electronics,49,0.788,20,Email
11168,11,484,Entertainment,55,0.34,15,Email
11169,11,551,Groceries,61,0.712,10,Email
11170,4,310,Clothing,59,0.703,19,App
11171,27,200,Fast_Food,27,0.458,17,SMS
11172,3,111,Electronics,16,0.352,6,Email
11173,24,325,Electronics,37,0.789,20,Email
11174,23,385,Clothing,29,0.101,20,SMS
11175,3,609,Clothing,14,0.313,1,SMS
11176,34,96,Electronics,44,0.393,12,SMS
11177,24,31,Groceries,10,0.977,3,Email
11178,25,419,Groceries,67,0.885,14,Phone
11179,3,202,Fast_Food,34,0.197,13,Email
11180,17,383,Electronics,35,0.099,2,Email
11181,28,87,Groceries,36,0.514,4,App
11182,21,607,Groceries,45,0.356,5,App
11183,13,242,Electronics,29,0.85,8,Phone
11184,27,623,Entertainment,56,0.17,16,App
11185,17,269,Groceries,28,0.7,0,Phone
11186,12,508,Groceries,27,0.132,4,Phone
11187,32,251,Electronics,51,0.954,6,Email
11188,11,223,Clothing,40,0.045,10,Email
11189,24,501,Entertainment,30,0.907,15,App
11190,23,13,Groceries,33,0.528,16,Email
11191,30,675,Clothing,42,0.858,19,App
11192,31,206,Fast_Food,11,0.857,20,Email
11193,34,647,Clothing,2,0.727,4,Email
11194,12,402,Clothing,14,0.929,7,Phone
11195,10,510,Clothing,8,0.738,5,App
11196,6,448,Clothing,24,0.57,6,SMS
11197,15,183,Electronics,48,0.32,19,SMS
11198,8,159,Entertainment,15,0.116,0,SMS
11199,13,214,Groceries,50,0.868,7,SMS
11200,11,437,Entertainment,68,0.201,14,SMS
11201,25,319,Entertainment,6,0.197,0,Email
11202,1,593,Groceries,56,0.585,12,Phone
11203,31,57,Clothing,52,0.948,12,App
11204,15,601,Entertainment,38,0.136,9,App
11205,14,496,Fast_Food,61,0.055,13,SMS
11206,10,635,Fast_Food,30,0.612,10,App
11207,6,336,Clothing,48,0.245,18,App
11208,5,627,Electronics,33,0.689,11,Phone
11209,13,314,Clothing,65,0.511,18,Phone
11210,24,46,Fast_Food,10,0.025,14,SMS
11211,16,34,Clothing,37,0.266,0,Phone
11212,35,367,Electronics,6,0.837,15,Email
11213,15,36,Groceries,5,0.318,2,Email
11214,36,673,Fast_Food,23,0.052,5,SMS
11215,5,248,Entertainment,39,0.181,3,Phone
11216,2,485,Clothing,43,0.424,17,SMS
11217,30,553,Electronics,68,0.926,15,SMS
11218,7,669,Electronics,43,0.525,17,SMS
11219,27,154,Groceries,20,0.548,20,Phone
11220,34,552,Electronics,69,0.037,17,Email
11221,35,407,Entertainment,64,0.338,1,App
11222,5,572,Groceries,40,0.721,14,SMS
11223,1,175,Fast_Food,59,0.318,4,App
11224,10,237,Clothing,8,0.343,13,Email
11225,32,624,Fast_Food,50,0.697,20,Phone
11226,7,28,Fast_Food,34,0.406,20,Phone
11227,35,660,Fast_Food,30,0.146,11,App
11228,4,313,Electronics,21,0.69,9,SMS
11229,7,270,Fast_Food,24,0.635,15,App
11230,5,626,Electronics,25,0.971,17,SMS
11231,12,606,Electronics,1,0.02,3,Email
11232,37,205,Electronics,2,0.888,11,Email
11233,5,296,Clothing,61,0.552,8,SMS
11234,37,432,Groceries,43,0.825,3,Email
11235,26,183,Fast_Food,60,0.989,11,App
11236,28,23,Clothing,11,0.023,14,App
11237,2,251,Groceries,31,0.519,0,SMS
11238,11,137,Groceries,52,0.692,1,SMS
11239,38,625,Clothing,54,0.392,19,App
11240,0,336,Fast_Food,60,0.639,2,App
11241,1,200,Entertainment,49,0.943,17,Phone
11242,13,72,Groceries,19,0.569,1,App
11243,32,66,Clothing,51,0.935,17,Phone
11244,10,107,Entertainment,31,0.374,12,SMS
11245,21,111,Electronics,17,0.701,1,Email
11246,25,131,Fast_Food,0,0.367,9,Email
11247,30,471,Entertainment,38,0.735,3,Email
11248,38,383,Fast_Food,33,0.722,1,App
11249,25,615,Fast_Food,52,0.383,7,Phone
11250,5,375,Groceries,40,0.741,13,SMS
11251,32,463,Fast_Food,20,0.864,3,Phone
11252,13,372,Groceries,59,0.142,7,Phone
11253,7,662,Entertainment,31,0.152,5,SMS
11254,0,592,Clothing,44,0.667,18,Email
11255,12,339,Clothing,13,0.187,16,Phone
11256,34,101,Clothing,57,0.637,7,App
11257,32,648,Fast_Food,66,0.39,17,SMS
11258,2,114,Electronics,9,0.202,17,SMS
11259,1,7,Entertainment,0,0.899,15,SMS
11260,35,307,Entertainment,31,0.5,6,App
11261,32,608,Electronics,50,0.778,8,Email
11262,31,323,Groceries,11,0.173,5,SMS
11263,38,41,Entertainment,67,0.718,1,Email
11264,24,89,Groceries,24,0.677,3,Email
11265,9,592,Electronics,5,0.651,13,Email
11266,29,112,Entertainment,44,0.868,5,SMS
11267,32,297,Electronics,32,0.024,7,App
11268,31,498,Fast_Food,38,0.791,10,Email
11269,9,328,Electronics,47,0.806,5,Email
11270,2,98,Groceries,54,0.569,1,App
11271,18,273,Electronics,19,0.433,5,Email
11272,13,566,Entertainment,16,0.393,13,App
11273,8,249,Electronics,51,0.465,19,App
11274,38,227,Entertainment,21,0.436,17,Email
11275,35,526,Electronics,34,0.482,14,App
11276,30,674,Clothing,30,0.112,17,Phone
11277,9,442,Electronics,20,0.766,9,Phone
11278,34,678,Groceries,44,0.226,19,App
11279,32,76,Fast_Food,40,0.058,1,Phone
11280,27,672,Fast_Food,38,0.84,20,Email
11281,35,681,Clothing,23,0.456,9,Phone
11282,17,453,Clothing,54,0.959,4,Email
11283,0,309,Groceries,61,0.721,15,App
11284,21,655,Fast_Food,40,0.594,20,App
11285,4,406,Fast_Food,58,0.002,8,Email
11286,2,401,Electronics,52,0.253,4,App
11287,25,651,Clothing,13,0.513,10,App
11288,14,90,Fast_Food,49,0.354,17,Phone
11289,38,489,Groceries,5,0.597,17,Phone
11290,33,443,Fast_Food,29,0.806,16,App
11291,33,668,Entertainment,0,0.31,8,Phone
11292,39,36,Entertainment,34,0.578,13,App
11293,21,581,Groceries,22,0.217,5,SMS
11294,19,148,Entertainment,2,0.375,2,App
11295,29,153,Groceries,28,0.683,0,Phone
11296,32,463,Electronics,18,0.108,0,App
11297,0,551,Entertainment,22,0.369,2,SMS
11298,8,510,Entertainment,60,0.59,7,Email
11299,38,528,Clothing,14,0.321,8,Email
11300,34,480,Fast_Food,62,0.65,13,Phone
11301,0,696,Entertainment,41,0.853,2,App
11302,39,509,Electronics,58,0.439,3,App
11303,20,117,Entertainment,39,0.053,14,SMS
11304,0,601,Electronics,50,0.704,9,Email
11305,30,241,Clothing,7,0.411,17,App
11306,15,597,Entertainment,67,0.775,12,Phone
11307,27,418,Electronics,41,0.328,0,Phone
11308,26,506,Groceries,7,0.295,17,SMS
11309,19,574,Groceries,68,0.768,1,Phone
11310,25,577,Groceries,57,0.259,17,Email
11311,25,653,Electronics,53,0.914,4,App
11312,8,582,Entertainment,8,0.351,8,SMS
11313,10,312,Electronics,39,0.344,9,Phone
11314,36,428,Clothing,46,0.534,15,App
11315,24,128,Electronics,40,0.234,8,Phone
11316,28,340,Groceries,42,0.447,18,Phone
11317,37,162,Fast_Food,58,0.072,0,Phone
11318,34,94,Groceries,19,0.324,0,Email
11319,6,322,Fast_Food,63,0.509,16,Email
11320,10,318,Clothing,11,0.987,14,SMS
11321,39,240,Fast_Food,56,0.37,6,App
11322,30,206,Electronics,1,0.797,3,App
11323,13,308,Groceries,63,0.12,3,Email
11324,6,288,Clothing,51,0.812,11,App
11325,29,85,Electronics,37,0.085,13,SMS
11326,37,406,Entertainment,25,0.884,12,Phone
11327,0,102,Clothing,13,0.959,11,Email
11328,12,271,Entertainment,64,0.887,2,Phone
11329,24,624,Groceries,50,0.3,18,SMS
11330,33,251,Groceries,23,0.333,16,Email
11331,26,268,Entertainment,56,0.596,2,App
11332,26,109,Entertainment,30,0.401,1,App
11333,38,184,Clothing,20,0.071,18,SMS
11334,37,64,Entertainment,4,0.162,3,App
11335,31,554,Entertainment,49,0.926,6,SMS
11336,6,599,Groceries,44,0.454,9,Email
11337,10,63,Clothing,64,0.628,16,SMS
11338,18,532,Entertainment,11,0.11,15,App
11339,1,303,Clothing,53,0.931,1,Phone
11340,37,481,Clothing,27,0.997,13,Email
11341,3,646,Electronics,10,0.164,19,Email
11342,3,612,Fast_Food,26,0.452,13,App
11343,25,78,Clothing,26,0.556,12,App
11344,25,574,Groceries,31,0.038,3,App
11345,0,272,Entertainment,9,0.965,17,SMS
11346,3,279,Fast_Food,61,0.338,18,App
11347,6,389,Entertainment,47,0.341,8,Phone
11348,34,42,Groceries,49,0.462,2,SMS
11349,5,321,Electronics,14,0.138,17,SMS
11350,1,565,Groceries,67,0.818,13,App
11351,35,162,Entertainment,24,0.261,1,App
11352,6,212,Clothing,39,0.337,18,Email
11353,37,312,Groceries,45,0.621,7,SMS
11354,30,541,Groceries,18,0.03,17,SMS
11355,0,365,Clothing,8,0.056,13,App
11356,11,320,Electronics,2,0.194,11,Email
11357,33,17,Fast_Food,24,0.982,5,Phone
11358,31,507,Groceries,50,0.929,5,App
11359,5,341,Entertainment,7,0.971,12,SMS
11360,33,229,Groceries,12,0.654,17,App
11361,19,436,Clothing,58,0.094,4,Email
11362,16,100,Electronics,46,1,20,SMS
11363,26,327,Fast_Food,61,0.578,9,App
11364,31,553,Entertainment,13,0.417,0,App
11365,8,474,Groceries,69,0.144,10,SMS
11366,39,254,Clothing,30,0.441,11,SMS
11367,5,515,Fast_Food,49,0.079,19,Email
11368,34,619,Clothing,0,0.748,9,Email
11369,13,593,Electronics,45,0.351,0,Email
11370,34,70,Groceries,1,0.063,8,Phone
11371,39,367,Fast_Food,37,0.631,19,App
11372,22,161,Groceries,21,0.01,9,SMS
11373,26,249,Entertainment,35,0.995,18,Phone
11374,4,381,Groceries,32,0.297,16,App
11375,20,577,Fast_Food,24,0.415,0,App
11376,23,50,Fast_Food,56,0.573,0,App
11377,33,117,Fast_Food,42,0.04,13,App
11378,18,520,Groceries,22,0.216,11,Email
11379,35,80,Electronics,21,0.931,3,App
11380,27,291,Electronics,8,0.232,4,Phone
11381,34,111,Clothing,44,0.52,9,Email
11382,17,221,Clothing,47,0.998,1,SMS
11383,7,284,Fast_Food,20,0.273,4,SMS
11384,22,241,Entertainment,51,0.061,17,Email
11385,10,690,Entertainment,1,0.382,19,Email
11386,38,370,Groceries,39,0.586,2,App
11387,37,305,Clothing,60,0.222,20,SMS
11388,7,97,Groceries,63,0.923,8,SMS
11389,7,604,Clothing,41,0.929,13,Email
11390,5,148,Groceries,29,0.665,14,Email
11391,19,472,Entertainment,24,0.483,9,Phone
11392,14,330,Entertainment,23,0.84,9,Email
11393,10,543,Groceries,17,0.597,1,SMS
11394,14,338,Electronics,42,0.969,0,SMS
11395,29,69,Electronics,16,0.399,5,Email
11396,10,14,Entertainment,65,0.806,0,Email
11397,18,252,Clothing,9,0.473,15,Phone
11398,38,74,Fast_Food,17,0.914,2,Phone
11399,0,54,Fast_Food,45,0.388,16,SMS
11400,26,56,Clothing,50,0.836,12,Email
11401,34,394,Entertainment,41,0.899,18,Phone
11402,26,407,Groceries,5,0.99,20,App
11403,15,651,Fast_Food,4,0.774,8,App
11404,6,32,Electronics,6,0.744,14,Phone
11405,11,94,Entertainment,34,0.663,18,Email
11406,28,296,Clothing,2,0.603,9,App
11407,21,179,Electronics,51,0.38,4,App
11408,31,541,Fast_Food,21,0.006,10,SMS
11409,11,228,Groceries,36,0.084,10,Email
11410,32,311,Fast_Food,46,0.904,14,SMS
11411,4,204,Entertainment,33,0.225,9,Phone
11412,8,173,Groceries,1,0.635,6,Email
11413,39,6,Fast_Food,9,0.309,7,App
11414,35,160,Groceries,41,0.013,9,SMS
11415,22,163,Groceries,5,0.546,0,Phone
11416,18,307,Groceries,9,0.036,18,Phone
11417,23,538,Groceries,4,0.277,18,App
11418,0,197,Groceries,4,0.703,9,App
11419,37,293,Clothing,15,0.272,15,Phone
11420,18,446,Groceries,64,0.982,4,App
11421,20,329,Entertainment,69,0.978,17,App
11422,8,321,Electronics,65,0.552,0,Email
11423,27,314,Entertainment,59,0.329,19,Email
11424,37,291,Groceries,60,0.273,10,Phone
11425,27,23,Clothing,50,0.208,14,App
11426,30,309,Fast_Food,16,0.627,2,Email
11427,3,467,Groceries,55,0.756,17,SMS
11428,30,386,Electronics,32,0.707,16,App
11429,31,636,Groceries,33,0.325,14,Phone
11430,21,316,Fast_Food,6,0.968,8,SMS
11431,18,263,Clothing,32,0.538,9,Email
11432,1,100,Electronics,47,0.065,14,App
11433,30,202,Entertainment,45,0.445,5,SMS
11434,9,494,Groceries,4,0.613,8,App
11435,26,330,Entertainment,36,0.272,10,Phone
11436,32,188,Clothing,68,0.139,2,App
11437,35,448,Fast_Food,10,0.849,5,App
11438,3,664,Groceries,33,0.655,7,SMS
11439,33,464,Entertainment,62,0.237,7,Email
11440,26,384,Fast_Food,45,0.245,1,Email
11441,16,247,Electronics,9,0.243,9,SMS
11442,13,5,Clothing,25,0.08,14,Phone
11443,9,407,Entertainment,69,0.642,0,Email
11444,14,124,Groceries,25,0.909,15,Email
11445,29,18,Groceries,47,0.248,11,App
11446,22,567,Clothing,69,0.435,19,App
11447,32,626,Clothing,8,0.401,10,Email
11448,13,369,Groceries,45,0.621,13,Phone
11449,27,430,Clothing,11,0.227,15,Email
11450,2,548,Fast_Food,47,0.365,9,SMS
11451,7,373,Clothing,12,0.584,10,App
11452,18,519,Groceries,0,0.069,18,Email
11453,9,262,Clothing,62,0.236,14,Email
11454,17,286,Electronics,28,0.834,19,App
11455,10,527,Groceries,26,0.991,11,SMS
11456,14,402,Electronics,5,0.556,9,SMS
11457,1,600,Groceries,22,0.591,3,Email
11458,9,82,Fast_Food,69,0.716,8,Phone
11459,15,421,Electronics,55,0.313,1,Phone
11460,3,546,Clothing,64,0.789,12,Email
11461,38,516,Entertainment,52,0.436,17,App
11462,35,419,Clothing,11,0.199,20,Phone
11463,12,571,Groceries,1,0.774,11,Phone
11464,6,99,Fast_Food,42,0.798,17,App
11465,2,433,Fast_Food,28,0.225,0,SMS
11466,35,515,Groceries,20,0.802,2,Email
11467,21,340,Entertainment,49,0.095,11,SMS
11468,29,173,Clothing,61,0.695,7,Phone
11469,10,51,Electronics,64,0.669,15,SMS
11470,2,100,Clothing,21,0.676,5,SMS
11471,22,578,Fast_Food,11,0.019,1,Phone
11472,16,395,Entertainment,33,0.732,9,App
11473,21,201,Groceries,28,0.912,10,App
11474,30,48,Clothing,36,0.361,13,Phone
11475,34,392,Groceries,21,0.424,4,App
11476,9,36,Clothing,21,0.15,15,Email
11477,32,470,Clothing,53,0.996,19,SMS
11478,7,589,Groceries,10,0.915,1,Email
11479,16,665,Entertainment,40,0.569,9,Email
11480,21,163,Groceries,59,0.488,16,Email
11481,25,629,Groceries,39,0.954,19,App
11482,32,358,Entertainment,23,0.275,10,Email
11483,22,640,Groceries,19,0.918,13,Phone
11484,23,588,Fast_Food,30,0.425,8,App
11485,15,209,Fast_Food,57,0.013,1,App
11486,33,383,Groceries,20,0.971,6,Email
11487,14,524,Electronics,21,0.466,8,SMS
11488,14,228,Entertainment,63,0.775,20,Phone
11489,24,159,Groceries,12,0.038,7,Email
11490,2,499,Electronics,25,0.792,18,App
11491,1,77,Groceries,34,0.625,6,Email
11492,34,232,Electronics,24,0.56,0,Email
11493,30,54,Groceries,64,0.978,10,App
11494,25,574,Clothing,8,0.329,9,Phone
11495,29,694,Fast_Food,47,0.579,5,App
11496,7,385,Groceries,18,0.736,10,Email
11497,14,101,Electronics,7,0.01,16,App
11498,16,375,Entertainment,47,0.718,11,Phone
11499,27,498,Fast_Food,56,0.44,3,Email
11500,20,209,Clothing,61,0.547,14,Email
11501,34,170,Clothing,64,0.197,20,SMS
11502,27,267,Groceries,25,0.581,0,Phone
11503,29,671,Entertainment,25,0.626,14,Phone
11504,15,522,Electronics,33,0.995,10,SMS
11505,1,317,Electronics,6,0.098,17,App
11506,21,468,Fast_Food,39,0.928,0,Phone
11507,33,164,Clothing,62,0.007,16,SMS
11508,23,399,Electronics,48,0.835,4,Phone
11509,9,629,Fast_Food,29,0.787,5,SMS
11510,39,147,Groceries,57,0.286,10,App
11511,19,252,Electronics,4,0.217,6,App
11512,26,505,Fast_Food,52,0.661,3,Email
11513,18,26,Fast_Food,27,0.445,16,Phone
11514,2,6,Electronics,8,0.628,16,App
11515,30,287,Electronics,23,0.735,0,SMS
11516,7,255,Electronics,57,0.713,20,Phone
11517,9,474,Clothing,3,0.8,7,App
11518,14,150,Entertainment,58,0.896,11,Phone
11519,39,328,Electronics,43,0.64,10,Phone
11520,36,140,Fast_Food,48,0.296,17,Phone
11521,6,81,Electronics,2,0.82,0,Phone
11522,28,285,Electronics,5,0.287,6,Email
11523,11,586,Groceries,45,0.263,13,App
11524,24,306,Groceries,8,0.159,12,Email
11525,25,510,Fast_Food,54,0.681,16,App
11526,11,233,Clothing,26,0.076,18,Email
11527,5,117,Entertainment,32,0.218,14,Phone
11528,16,435,Electronics,51,0.965,10,App
11529,17,664,Fast_Food,45,0.825,11,Email
11530,6,468,Fast_Food,17,0.081,16,App
11531,0,265,Fast_Food,10,0.081,20,App
11532,29,266,Groceries,48,0.981,1,Email
11533,13,260,Entertainment,8,0.017,10,Email
11534,9,555,Clothing,0,0.773,10,App
11535,5,118,Groceries,68,0.781,3,SMS
11536,28,440,Entertainment,1,0.352,6,App
11537,15,465,Entertainment,40,0.007,4,SMS
11538,31,161,Groceries,11,0.111,13,Phone
11539,17,364,Clothing,59,0.331,12,App
11540,32,193,Entertainment,20,0.163,10,Phone
11541,4,257,Entertainment,46,0.545,12,Email
11542,23,233,Entertainment,41,0.486,16,Email
11543,20,321,Electronics,17,0.988,11,Email
11544,30,593,Entertainment,8,0.219,13,Phone
11545,37,138,Clothing,4,0.204,3,SMS
11546,33,287,Clothing,31,0.245,11,SMS
11547,24,532,Electronics,59,0.826,2,Phone
11548,23,139,Electronics,19,0.491,0,Phone
11549,17,606,Entertainment,53,0.233,12,Phone
11550,33,79,Fast_Food,52,0.031,10,Phone
11551,36,304,Electronics,48,0.061,14,App
11552,17,423,Entertainment,2,0.221,10,App
11553,13,174,Electronics,47,0.282,14,Email
11554,5,205,Electronics,37,0.123,0,Phone
11555,33,327,Clothing,27,0.599,3,Phone
11556,7,647,Electronics,4,0.446,5,App
11557,20,179,Clothing,53,0.147,0,App
11558,26,312,Entertainment,61,0.455,18,Phone
11559,35,206,Entertainment,12,0.876,17,SMS
11560,19,634,Electronics,47,0.082,13,SMS
11561,36,367,Entertainment,40,0.497,7,Email
11562,2,281,Fast_Food,39,0.096,19,App
11563,32,614,Electronics,42,0.088,15,Phone
11564,24,304,Entertainment,31,0.195,10,Phone
11565,8,699,Entertainment,3,0.865,3,SMS
11566,33,156,Groceries,40,0.315,8,Email
11567,16,444,Electronics,2,0.104,1,SMS
11568,29,361,Groceries,43,0.427,8,App
11569,0,346,Clothing,37,0.084,19,App
11570,29,542,Clothing,38,0.607,19,SMS
11571,35,183,Electronics,66,0.975,10,Email
11572,11,305,Groceries,69,0.231,4,Phone
11573,26,681,Fast_Food,60,0.737,15,SMS
11574,30,20,Clothing,12,0.661,16,App
11575,25,318,Clothing,61,0.17,9,App
11576,17,503,Electronics,44,0.054,11,Phone
11577,37,189,Clothing,22,0.114,0,App
11578,36,157,Groceries,46,0.159,16,App
11579,20,146,Groceries,55,0.399,1,Email
11580,27,391,Entertainment,11,0.767,16,Email
11581,19,413,Fast_Food,5,0.564,0,Email
11582,14,552,Clothing,56,0.72,16,Phone
11583,15,7,Groceries,36,0.691,18,SMS
11584,12,508,Fast_Food,67,0.439,4,Email
11585,39,105,Electronics,21,0.672,16,Email
11586,3,511,Groceries,30,0.046,17,App
11587,28,568,Fast_Food,36,0.729,12,App
11588,3,225,Clothing,48,0.891,19,SMS
11589,23,390,Groceries,36,0.334,17,Email
11590,0,400,Clothing,10,0.48,16,App
11591,17,651,Groceries,14,0.357,15,SMS
11592,18,122,Groceries,15,0.617,5,App
11593,33,135,Clothing,61,0.38,19,Phone
11594,16,605,Groceries,7,0.008,19,SMS
11595,22,384,Electronics,61,0.408,13,Phone
11596,2,308,Fast_Food,4,0.057,5,SMS
11597,25,471,Clothing,24,0.378,10,Phone
11598,35,99,Fast_Food,16,0.48,8,Phone
11599,13,432,Clothing,13,0.696,2,Email
11600,16,106,Electronics,10,0.477,9,App
11601,30,14,Electronics,51,0.616,1,Email
11602,35,510,Groceries,44,0.144,0,SMS
11603,25,55,Electronics,49,0.397,20,SMS
11604,32,64,Clothing,38,0.707,3,Phone
11605,9,690,Groceries,68,0.707,14,Email
11606,28,125,Electronics,21,0.672,13,App
11607,15,435,Groceries,11,0.208,12,Phone
11608,18,109,Groceries,47,0.103,5,App
11609,0,581,Electronics,42,0.299,8,Phone
11610,0,208,Fast_Food,5,0.853,2,Phone
11611,33,664,Electronics,49,0.09,3,App
11612,30,587,Groceries,44,0.587,15,Phone
11613,25,567,Groceries,5,0.646,7,Email
11614,37,112,Fast_Food,64,0.9,7,App
11615,39,233,Clothing,36,0.959,17,App
11616,27,222,Electronics,3,0.339,18,Email
11617,27,579,Clothing,57,0.661,4,App
11618,21,92,Entertainment,33,0.844,1,Email
11619,9,154,Clothing,36,0.677,20,App
11620,7,468,Clothing,12,0.816,18,App
11621,24,201,Electronics,14,0.525,8,SMS
11622,27,563,Groceries,60,0.542,7,Email
11623,28,59,Electronics,34,0.626,6,SMS
11624,30,212,Electronics,67,0.248,8,Phone
11625,15,378,Fast_Food,54,0.322,10,Email
11626,30,620,Groceries,68,0.401,12,Phone
11627,38,400,Groceries,67,0.157,19,SMS
11628,34,282,Groceries,62,0.542,14,Email
11629,13,574,Electronics,27,0.564,3,Email
11630,22,383,Entertainment,31,0.419,8,App
11631,34,240,Groceries,46,0.588,12,SMS
11632,24,440,Groceries,33,0.016,16,Email
11633,14,523,Clothing,60,0.12,0,Phone
11634,30,539,Electronics,19,0.812,11,Phone
11635,23,381,Groceries,69,0.474,19,App
11636,35,468,Clothing,53,0.585,20,Email
11637,21,156,Electronics,30,0.716,19,SMS
11638,17,328,Groceries,32,0.077,0,SMS
11639,39,373,Clothing,65,0.392,20,SMS
11640,25,470,Entertainment,43,0.839,10,SMS
11641,1,255,Entertainment,5,0.197,4,Phone
11642,34,647,Fast_Food,37,0.536,17,App
11643,15,422,Groceries,20,0.902,10,SMS
11644,37,507,Fast_Food,36,0.845,11,SMS
11645,30,461,Clothing,61,0.036,19,App
11646,34,677,Clothing,32,0.309,13,Phone
11647,32,593,Entertainment,11,0.559,6,Email
11648,35,353,Clothing,66,0.92,10,Phone
11649,31,525,Fast_Food,54,0.37,1,Email
11650,19,535,Groceries,44,0.444,11,Phone
11651,33,394,Electronics,66,0.464,10,Phone
11652,18,687,Electronics,8,0.446,16,Email
11653,20,418,Fast_Food,5,0.269,8,SMS
11654,23,299,Fast_Food,26,0.704,19,Email
11655,16,501,Fast_Food,10,0.34,9,Email
11656,13,566,Entertainment,47,0.332,13,Phone
11657,38,248,Electronics,49,0.573,16,Email
11658,7,143,Groceries,55,0.805,12,Phone
11659,8,164,Clothing,3,0.194,17,App
11660,18,282,Groceries,3,0.115,7,App
11661,10,550,Entertainment,5,0.673,2,Phone
11662,21,145,Electronics,55,0.83,16,Phone
11663,39,398,Electronics,23,0.056,11,Phone
11664,18,77,Clothing,57,0.047,12,Phone
11665,30,378,Electronics,8,0.173,13,App
11666,22,32,Clothing,26,0.735,0,Email
11667,25,543,Fast_Food,15,0.43,18,Email
11668,8,122,Entertainment,63,0.228,19,Email
11669,4,457,Entertainment,15,0.433,16,SMS
11670,21,380,Groceries,60,0.954,9,App
11671,24,406,Electronics,11,0.223,15,App
11672,1,530,Clothing,8,0.472,5,Email
11673,33,478,Groceries,4,0.569,14,Email
11674,17,518,Fast_Food,20,0.18,4,SMS
11675,21,124,Fast_Food,6,0.072,15,Phone
11676,27,644,Fast_Food,30,0.743,0,App
11677,16,67,Electronics,1,0.836,0,Phone
11678,39,375,Entertainment,49,0.099,14,Email
11679,9,45,Electronics,59,0.416,12,App
11680,2,465,Clothing,67,0.082,2,SMS
11681,3,650,Entertainment,32,0.368,12,App
11682,37,476,Groceries,29,0.152,13,App
11683,32,636,Clothing,62,0.118,5,App
11684,27,187,Clothing,66,0.317,7,App
11685,30,446,Fast_Food,52,0.629,12,Email
11686,22,678,Clothing,30,0.076,2,App
11687,27,125,Groceries,29,0.944,8,Phone
11688,11,494,Clothing,22,0.274,7,App
11689,8,166,Entertainment,27,0.037,11,Email
11690,24,289,Electronics,42,0.731,10,Phone
11691,31,590,Fast_Food,64,0.143,8,Email
11692,17,488,Electronics,47,0.301,15,Phone
11693,25,489,Electronics,11,0.206,1,SMS
11694,18,238,Groceries,32,0.725,14,SMS
11695,1,388,Groceries,27,0.556,6,SMS
11696,31,382,Groceries,30,0.648,13,App
11697,14,404,Groceries,27,0.887,14,Email
11698,11,277,Clothing,34,0.914,15,Phone
11699,13,435,Electronics,61,0.178,15,App
11700,24,386,Fast_Food,66,0.658,10,SMS
11701,17,387,Fast_Food,64,0.136,8,Email
11702,31,490,Clothing,8,0.012,3,Phone
11703,22,364,Fast_Food,6,0.597,6,SMS
11704,7,679,Groceries,34,0.939,19,Email
11705,32,624,Entertainment,32,0.366,8,Phone
11706,21,153,Entertainment,56,0.351,11,App
11707,12,103,Groceries,61,0.959,0,SMS
11708,9,577,Clothing,56,0.127,12,Phone
11709,22,312,Groceries,43,0.924,5,App
11710,33,553,Entertainment,57,0.906,9,Email
11711,2,543,Entertainment,55,0.552,12,App
11712,38,614,Electronics,65,0.508,15,Email
11713,12,663,Groceries,68,0.38,16,Phone
11714,26,334,Entertainment,12,0.978,2,Email
11715,12,640,Clothing,34,0.307,12,Email
11716,25,583,Fast_Food,55,0.278,19,Phone
11717,25,586,Fast_Food,30,0.58,16,Email
11718,36,161,Groceries,10,0.224,20,Phone
11719,12,546,Clothing,17,0.364,13,Phone
11720,4,129,Electronics,18,0.856,4,SMS
11721,21,416,Entertainment,19,0.257,20,Email
11722,0,223,Clothing,56,0.533,2,App
11723,20,654,Groceries,51,0.163,0,Email
11724,35,204,Fast_Food,18,0.966,10,Phone
11725,36,690,Fast_Food,61,0.762,19,Email
11726,11,681,Groceries,47,0.448,2,SMS
11727,0,383,Clothing,63,0.373,6,App
11728,22,506,Groceries,34,0.345,8,Phone
11729,7,573,Fast_Food,14,0.322,0,Email
11730,35,666,Groceries,37,0.689,11,SMS
11731,9,447,Entertainment,20,0.132,4,SMS
11732,13,23,Entertainment,63,0.049,1,Email
11733,6,633,Entertainment,5,0.232,18,Phone
11734,13,671,Groceries,3,0.399,18,Phone
11735,37,597,Groceries,2,0.507,0,Email
11736,34,354,Electronics,33,0.311,11,Email
11737,16,554,Clothing,20,0.352,10,Phone
11738,3,222,Clothing,39,0.521,0,App
11739,30,351,Fast_Food,2,0.142,7,App
11740,24,497,Fast_Food,42,0.132,19,App
11741,11,63,Clothing,17,0.328,17,App
11742,5,215,Entertainment,42,0.634,4,Phone
