customer_id,monthly_spending,credit_score,payment_method,avg_payment_delay,payment_behavior_index,credit_limit
10307,281,829,E-Wallet,11,0.02,2605
10308,361,357,E-Wallet,9,0.82,3218
10309,704,770,Bank Transfer,2,0.62,6899
10310,498,352,Bank Transfer,2,0.63,16065
10311,477,638,Bank Transfer,7,0.47,12045
10312,65,719,E-Wallet,3,0.98,5729
10313,363,789,E-Wallet,9,0.55,3077
10314,293,562,Debit Card,7,0.96,16706
10315,332,387,E-Wallet,10,0.96,2262
10316,924,447,E-Wallet,8,0.17,6447
10317,332,407,Debit Card,4,0.94,19178
10318,532,588,Bank Transfer,1,0.67,14887
10319,342,786,E-Wallet,4,0.5,17280
10320,569,757,Bank Transfer,12,0.08,3510
10321,491,787,Bank Transfer,10,0.01,4942
10322,605,681,Debit Card,10,0.1,4491
10323,716,396,Debit Card,3,0.01,10105
10324,605,732,Credit Card,5,0.91,12064
10325,557,752,Bank Transfer,0,0.93,2726
10326,237,832,E-Wallet,11,0.18,9398
10327,218,365,Bank Transfer,14,0.71,19559
10328,538,304,E-Wallet,12,0.52,9386
10329,345,449,Credit Card,0,0.55,7116
10330,848,582,Debit Card,0,0.91,18906
10331,527,829,Credit Card,2,0.68,14606
10332,857,695,Bank Transfer,2,0.92,13337
10333,999,602,Credit Card,6,0.28,15505
10334,340,675,E-Wallet,2,0.52,9262
10335,194,474,Bank Transfer,8,0.44,7638
10336,830,793,Bank Transfer,8,0.26,3576
10337,49,608,Credit Card,13,0.05,10111
10338,934,672,Debit Card,3,0.4,12498
10339,968,411,Bank Transfer,0,0.59,5511
10340,833,568,E-Wallet,11,0.56,17573
10341,534,744,Bank Transfer,14,0.57,7043
10342,666,623,Credit Card,4,0.64,10678
10343,694,376,E-Wallet,1,0.83,17406
10344,732,652,E-Wallet,6,0.07,14711
10345,595,689,Bank Transfer,7,0.27,12840
10346,661,552,Credit Card,14,0.21,5714
10347,543,816,Bank Transfer,13,0.62,9187
10348,181,751,E-Wallet,14,0.62,19460
10349,478,833,Bank Transfer,2,0.6,9951
10350,13,547,Credit Card,13,0.42,8471
10351,465,458,E-Wallet,8,0.61,4620
10352,82,529,Credit Card,12,0.23,13792
10353,996,514,Credit Card,7,0.36,11823
10354,226,809,Bank Transfer,6,0.96,5703
10355,378,783,Bank Transfer,5,0.66,6435
10356,411,500,Bank Transfer,14,1,7640
10357,553,450,Bank Transfer,2,0.13,3959
10358,880,357,E-Wallet,8,0.14,3063
10359,647,443,E-Wallet,1,0.03,6103
10360,345,454,Bank Transfer,2,0.76,8773
10361,25,797,Debit Card,12,0.33,11868
10362,184,818,E-Wallet,7,0.24,9839
10363,734,317,Credit Card,1,0.18,7542
10364,737,801,Bank Transfer,3,0.1,16155
10365,398,577,Debit Card,7,0.84,9578
10366,59,765,E-Wallet,13,0.61,10451
10367,919,344,Credit Card,11,0.82,10879
10368,480,420,E-Wallet,1,0.89,5340
10369,560,670,Bank Transfer,3,0.01,15828
10370,667,588,Bank Transfer,7,0.12,7069
10371,783,331,Bank Transfer,12,0.86,7707
10372,74,518,Bank Transfer,2,0.34,16536
10373,30,693,Bank Transfer,12,0.66,9821
10374,433,817,Bank Transfer,9,0.37,1739
10375,404,519,Debit Card,1,0.84,3360
10376,520,591,Credit Card,8,0.26,8985
10377,878,820,Bank Transfer,4,0.14,16461
10378,532,549,Debit Card,2,0.86,17893
10379,383,557,Bank Transfer,12,0.08,15153
10380,459,592,Bank Transfer,3,0.1,17319
10381,11,726,Bank Transfer,0,0.82,12727
10382,492,689,E-Wallet,11,0.38,13584
10383,801,357,Credit Card,8,0.2,4636
10384,410,302,Credit Card,14,0.26,18821
10385,752,500,E-Wallet,12,0.53,8965
10386,397,478,E-Wallet,5,0.3,10795
10387,910,550,E-Wallet,11,0.68,17959
10388,447,824,Credit Card,3,0.56,5154
10389,786,761,E-Wallet,9,0.04,4075
10390,628,846,Debit Card,5,0.73,18648
10391,894,515,Bank Transfer,4,0.82,12227
10392,888,499,E-Wallet,8,0.77,16571
10393,92,761,Bank Transfer,4,0.57,8338
10394,482,717,E-Wallet,8,0.66,13776
10395,814,501,Credit Card,13,0.2,14384
10396,147,343,Bank Transfer,4,0.8,8394
10397,909,490,Bank Transfer,2,0.69,8563
10398,596,558,E-Wallet,7,0.44,15731
10399,491,695,Credit Card,13,1,13180
10400,464,447,Bank Transfer,14,0.97,11316
10401,893,601,Bank Transfer,3,0.62,11413
10402,965,585,Bank Transfer,5,0.11,14682
10403,772,623,Debit Card,1,0.68,17400
10404,13,606,Credit Card,11,0.01,3428
10405,448,356,Bank Transfer,3,0.48,2659
10406,491,579,Debit Card,0,0.64,17073
10407,986,692,E-Wallet,8,0.49,7380
10408,972,685,Debit Card,9,0.78,9424
10409,748,675,Credit Card,7,0.16,13486
10410,878,475,Debit Card,9,0.85,4386
10411,797,577,Bank Transfer,3,0.96,18605
10412,316,388,Credit Card,3,0.68,18738
10413,675,848,Debit Card,2,0.96,19856
10414,519,454,Bank Transfer,7,0.58,16532
10415,637,666,E-Wallet,14,0.8,15742
10416,947,729,Credit Card,11,0.73,6753
10417,300,837,Bank Transfer,8,0.7,8691
10418,335,318,Debit Card,2,0.36,15696
10419,63,770,Bank Transfer,5,0.65,9797
10420,100,415,E-Wallet,2,1,4153
10421,850,682,E-Wallet,14,0.86,2496
10422,226,424,Bank Transfer,2,0.92,11061
10423,744,551,Debit Card,4,0.14,18310
10424,896,403,Credit Card,13,0.17,17267
10425,389,388,Debit Card,2,0.15,7829
10426,305,579,Credit Card,8,0.06,2847
10427,287,406,E-Wallet,2,0.41,2047
10428,625,549,Debit Card,9,0.75,16016
10429,936,621,Debit Card,10,0.03,14785
10430,563,476,Bank Transfer,3,0.42,17696
10431,108,353,Credit Card,8,0.74,8983
10432,647,361,Credit Card,4,0.71,5683
10433,68,556,E-Wallet,10,0.09,17333
10434,246,555,Credit Card,12,0.14,17845
10435,777,802,Credit Card,10,0.16,19860
10436,457,703,Credit Card,6,0.05,16180
10437,598,301,Bank Transfer,4,0.97,8413
10438,688,329,E-Wallet,12,0.8,7183
10439,606,455,E-Wallet,9,0.62,12168
10440,485,563,Bank Transfer,13,0.28,14696
10441,544,773,Bank Transfer,6,0.64,4874
10442,110,645,Debit Card,4,0.22,17822
10443,778,732,Bank Transfer,3,0.56,10755
10444,535,515,Credit Card,5,0.78,9949
10445,40,818,Bank Transfer,3,0.09,12560
10446,56,601,Bank Transfer,5,0.54,14617
10447,334,363,Bank Transfer,9,0.58,10123
10448,315,347,Bank Transfer,3,0.59,17193
10449,838,423,E-Wallet,8,0.77,2651
10450,75,787,Credit Card,14,0.87,8447
10451,261,556,Credit Card,9,0.02,11291
10452,892,661,Bank Transfer,7,0.47,12977
10453,398,665,Bank Transfer,7,0.08,12359
10454,124,345,Credit Card,1,0.1,15054
10455,526,804,Bank Transfer,5,0.44,18614
10456,394,377,Bank Transfer,1,0.12,17769
10457,777,631,Debit Card,6,0.17,14588
10458,983,799,Debit Card,1,0.72,17491
10459,535,846,Credit Card,11,0.54,9616
10460,449,633,Bank Transfer,6,0.26,19582
10461,733,651,Debit Card,4,0.51,12632
10462,631,665,E-Wallet,1,0.73,2048
10463,883,379,Credit Card,1,0.94,4234
10464,633,743,Credit Card,8,0.48,11521
10465,67,352,E-Wallet,8,0.99,7776
10466,139,813,E-Wallet,2,0.72,16870
10467,102,677,Bank Transfer,2,0.32,13531
10468,867,759,Credit Card,7,0.75,11228
10469,901,558,E-Wallet,7,0.14,11494
10470,607,758,Debit Card,10,0.9,16612
10471,650,308,Bank Transfer,1,0.2,14938
10472,148,635,Credit Card,5,0.48,19212
10473,42,648,Bank Transfer,2,0.66,18410
10474,769,807,Credit Card,0,0.49,16533
10475,419,686,Credit Card,0,0.96,8421
10476,354,333,Debit Card,0,0.85,4886
10477,679,774,E-Wallet,5,0.9,8421
10478,91,667,Debit Card,6,0.56,14460
10479,313,308,E-Wallet,6,0.41,7624
10480,201,317,Credit Card,11,0.43,6083
10481,663,316,E-Wallet,3,0.13,14342
10482,978,763,Debit Card,12,0.84,15294
10483,474,800,Bank Transfer,9,0.23,15943
10484,175,661,E-Wallet,8,0.42,9473
10485,901,731,Debit Card,0,0.21,19351
10486,606,839,Bank Transfer,13,0.73,6748
10487,741,610,Credit Card,0,0.48,10991
10488,541,623,Credit Card,12,0.17,6262
10489,82,328,Credit Card,10,0.38,13862
10490,117,585,Bank Transfer,4,0.11,15912
10491,681,510,Credit Card,4,0.44,4180
10492,307,365,E-Wallet,9,0.28,19964
10493,32,354,Bank Transfer,1,0.62,4999
10494,325,724,Debit Card,14,0.03,6066
10495,441,802,Credit Card,2,0.55,5042
10496,149,416,Bank Transfer,9,0.23,9021
10497,823,345,Bank Transfer,9,0.34,4951
10498,372,821,Bank Transfer,5,0.15,2872
10499,294,411,E-Wallet,10,0.07,8033
10500,335,594,Bank Transfer,5,0.43,4158
10501,970,798,E-Wallet,10,0.92,14766
10502,138,768,E-Wallet,1,0.27,10649
10503,785,757,E-Wallet,4,0.65,2604
10504,281,474,E-Wallet,3,0.52,3233
10505,420,615,Bank Transfer,13,0.51,9281
10506,316,813,Debit Card,10,0.92,11586
10507,954,364,E-Wallet,5,0.07,6232
10508,514,333,Credit Card,13,0.46,3736
10509,677,450,Bank Transfer,12,0.52,6877
10510,989,531,E-Wallet,1,0.07,18931
10511,858,520,Bank Transfer,12,0.2,4499
10512,908,668,Bank Transfer,8,0.03,2798
10513,900,480,Debit Card,8,0.51,16721
10514,560,473,E-Wallet,6,0.78,6350
10515,702,769,Bank Transfer,1,0.32,3114
10516,271,688,E-Wallet,7,0.88,17330
10517,542,647,Credit Card,11,0.2,10484
10518,467,394,Credit Card,1,0.93,2607
10519,318,690,Bank Transfer,9,0.57,8616
10520,607,513,Bank Transfer,1,0.36,12829
10521,136,742,Credit Card,2,0.5,10887
10522,548,507,Debit Card,10,0.65,19745
10523,906,300,E-Wallet,0,0.53,8507
10524,146,393,Debit Card,11,0.09,15152
10525,499,527,Credit Card,0,0.96,18252
10526,305,467,Bank Transfer,12,0.47,3493
10527,165,724,Credit Card,1,0.06,13115
10528,900,663,Debit Card,13,0.94,2491
10529,419,313,Bank Transfer,2,0.36,4839
10530,663,491,Bank Transfer,2,0.16,5529
10531,823,480,E-Wallet,11,0.19,11346
10532,129,747,Debit Card,8,0.2,8423
10533,796,370,Credit Card,6,0.29,18352
10534,822,343,E-Wallet,2,0.42,5876
10535,338,817,Bank Transfer,12,0.39,3659
10536,963,831,E-Wallet,9,0.8,17332
10537,409,475,E-Wallet,6,0.81,16743
10538,985,808,E-Wallet,0,0.26,17827
10539,904,542,Credit Card,5,0.04,5943
10540,141,440,Credit Card,7,0.24,18888
10541,856,397,E-Wallet,2,0.85,11025
10542,812,765,Credit Card,9,0.89,5249
10543,250,355,Bank Transfer,4,0.61,6960
10544,806,697,Credit Card,12,0.94,9979
10545,491,428,E-Wallet,13,0.58,2777
10546,155,409,E-Wallet,13,0.57,10200
10547,812,453,Debit Card,7,0.77,4081
10548,579,564,Bank Transfer,0,0.97,17890
10549,207,583,Bank Transfer,10,0.41,9425
10550,89,804,Credit Card,9,0.28,3703
10551,383,712,Bank Transfer,8,0.53,14555
10552,819,751,Debit Card,8,0.69,15252
10553,192,643,Credit Card,9,0.4,17182
10554,66,505,Credit Card,9,0.19,17646
10555,945,642,Bank Transfer,2,0.07,5345
10556,451,599,E-Wallet,9,0.18,16911
10557,425,566,Bank Transfer,4,0.72,15993
10558,772,822,E-Wallet,10,0.64,8117
10559,430,487,Credit Card,13,0.94,1077
10560,407,598,Debit Card,2,0.76,13751
10561,343,437,Credit Card,4,0.35,4704
10562,369,542,Credit Card,6,0.27,17725
10563,819,840,E-Wallet,10,0.68,1622
10564,884,672,Debit Card,10,0.85,9728
10565,438,766,E-Wallet,1,0.48,1531
10566,188,847,E-Wallet,2,0.1,3236
10567,111,773,Bank Transfer,9,0.13,10344
10568,796,757,Debit Card,3,0.08,14746
10569,384,812,Bank Transfer,6,0.18,11980
10570,758,354,E-Wallet,9,0.5,17172
10571,745,784,Credit Card,1,0.54,15973
10572,960,352,Bank Transfer,10,0.82,1473
10573,41,712,Bank Transfer,5,0.25,3498
10574,165,550,Bank Transfer,11,0.67,16526
10575,656,846,Debit Card,6,0.39,7655
10576,680,368,Debit Card,7,0.84,12755
10577,714,604,Debit Card,6,0.75,11032
10578,480,638,E-Wallet,12,0.23,3880
10579,338,475,Bank Transfer,14,0.14,15454
10580,707,714,E-Wallet,5,0.51,17709
10581,909,767,Bank Transfer,14,0.8,15330
10582,527,320,Debit Card,0,0.56,5897
10583,813,652,Credit Card,10,0.23,13177
10584,128,660,Credit Card,2,0.7,14984
10585,261,426,Bank Transfer,11,0.94,6781
10586,149,529,E-Wallet,11,0.11,6661
10587,867,655,Credit Card,9,0.69,8740
10588,563,638,Debit Card,2,0.25,12026
10589,610,439,Credit Card,9,0.38,6973
10590,44,403,Bank Transfer,4,0.48,8355
10591,871,457,Credit Card,7,0.42,6489
10592,774,709,Debit Card,4,0.06,2264
10593,395,586,Bank Transfer,3,0.72,15024
10594,536,759,Bank Transfer,10,0.03,10359
10595,664,697,E-Wallet,7,0.49,19366
10596,819,504,Debit Card,4,0.08,2288
10597,126,770,Credit Card,9,0.02,12517
10598,234,615,E-Wallet,8,0.38,1055
10599,918,549,Credit Card,3,0.11,10332
10600,523,727,Credit Card,9,0.12,6756
10601,72,677,E-Wallet,1,0.2,8924
10602,311,773,Credit Card,9,0.72,15167
10603,278,341,Bank Transfer,12,0.16,11101
10604,780,384,E-Wallet,11,0.95,3196
10605,317,426,E-Wallet,10,0.17,13088
10606,667,751,E-Wallet,3,0.73,4278
10607,388,332,Debit Card,12,0.67,12810
10608,556,469,E-Wallet,4,0.51,14036
10609,87,364,Debit Card,13,0.84,18092
10610,407,438,Bank Transfer,2,0.18,10360
10611,452,631,Bank Transfer,12,0.62,19541
10612,96,824,Debit Card,9,0.02,11436
10613,887,698,Bank Transfer,12,0.65,12444
10614,534,679,E-Wallet,13,0.08,19123
10615,872,554,Debit Card,14,0.1,17774
10616,300,407,Credit Card,1,0.04,16632
10617,991,448,Bank Transfer,9,0.12,7320
10618,780,539,Credit Card,11,0.28,18158
10619,198,374,Credit Card,14,0.67,4000
10620,199,483,Debit Card,5,0.35,5678
10621,662,300,E-Wallet,7,0.48,18055
10622,40,743,E-Wallet,3,0.55,10460
10623,401,572,Bank Transfer,11,0.79,13363
10624,731,568,Credit Card,5,0.06,18292
10625,902,726,Bank Transfer,5,0.25,3557
10626,231,638,E-Wallet,13,0.04,9220
10627,252,847,E-Wallet,8,0.92,2375
10628,728,825,Debit Card,14,0.75,15523
10629,276,622,Bank Transfer,7,0.49,7501
10630,762,816,Credit Card,7,0.78,9393
10631,501,773,Credit Card,3,0.62,18982
10632,52,586,Debit Card,0,0.62,11091
10633,366,645,Bank Transfer,13,0.17,19581
10634,25,755,Bank Transfer,11,0.6,9931
10635,832,374,E-Wallet,13,0.19,7050
10636,788,478,Debit Card,2,0.79,10794
10637,355,622,Credit Card,11,0.24,3587
10638,87,491,Bank Transfer,9,0.17,9431
10639,635,438,Credit Card,2,0.26,15548
10640,317,843,Bank Transfer,9,0.14,7820
10641,584,696,Debit Card,9,0.91,10616
10642,873,787,Credit Card,2,0.16,8108
10643,114,302,Bank Transfer,3,0.74,11182
10644,129,740,Debit Card,11,0.47,3073
10645,991,692,Credit Card,6,0.39,2788
10646,490,340,E-Wallet,2,0.7,6901
10647,19,577,Credit Card,4,0.69,17121
10648,846,562,Bank Transfer,7,0.96,6623
10649,382,663,E-Wallet,13,0.01,16747
10650,351,670,Credit Card,14,0.29,5461
10651,436,320,E-Wallet,12,0.42,9660
10652,675,695,Debit Card,13,0.35,13859
10653,908,633,Credit Card,11,0.43,7730
10654,418,426,E-Wallet,13,0.8,4103
10655,198,316,Bank Transfer,13,0.2,9754
10656,947,698,Debit Card,1,0.34,3753
10657,661,630,Bank Transfer,1,0.55,5807
10658,126,688,Credit Card,3,0.39,16222
10659,173,803,Credit Card,0,0.74,14830
10660,939,795,Bank Transfer,4,0.13,13495
10661,982,547,Debit Card,0,0.31,1911
10662,308,745,Debit Card,6,0.94,6696
10663,390,521,Debit Card,0,0.43,10198
10664,91,605,Debit Card,0,0.5,6664
10665,560,675,E-Wallet,2,0.03,18335
10666,708,493,Debit Card,3,0.08,1042
10667,415,709,Bank Transfer,9,0.73,11638
10668,146,607,Debit Card,14,0.08,8368
10669,257,499,E-Wallet,11,0.17,15018
10670,306,718,Bank Transfer,10,0.47,18914
10671,685,680,E-Wallet,13,0.58,18914
10672,129,508,Bank Transfer,9,0.83,10444
10673,425,820,E-Wallet,3,0.19,10751
10674,550,305,Bank Transfer,7,0.48,6088
10675,370,409,Debit Card,0,0.72,9415
10676,433,574,Bank Transfer,12,0.7,2435
10677,226,581,Bank Transfer,4,0.74,4676
10678,620,554,Bank Transfer,14,0.39,15437
10679,353,716,Debit Card,5,0.3,2484
10680,535,337,E-Wallet,1,0.28,5256
10681,345,488,Credit Card,11,0.03,14980
10682,783,499,Debit Card,11,0.31,3815
10683,24,743,Credit Card,3,0.63,2407
10684,63,388,E-Wallet,11,0.9,7630
10685,243,778,Credit Card,3,0.92,4648
10686,80,379,Bank Transfer,8,0.31,7760
10687,647,675,Debit Card,7,0.31,1220
10688,523,646,Debit Card,8,0.73,6467
10689,428,694,Credit Card,9,0.87,4781
10690,134,583,Credit Card,9,1,1400
10691,342,670,Bank Transfer,2,0.58,13868
10692,481,686,E-Wallet,3,0.84,9457
10693,313,470,Bank Transfer,11,0.18,8678
10694,338,341,E-Wallet,13,0.99,19893
10695,650,824,E-Wallet,12,0.56,14720
10696,253,788,Bank Transfer,12,0.9,5083
10697,802,785,Debit Card,9,0.46,11549
10698,542,539,Bank Transfer,7,0.64,6985
10699,302,408,Credit Card,14,0.51,16800
10700,311,343,Credit Card,8,0.55,8025
10701,584,733,Credit Card,8,0.81,8029
10702,86,769,Credit Card,13,0.06,18739
10703,136,636,E-Wallet,9,0.81,10184
10704,897,351,E-Wallet,14,0.77,18636
10705,760,461,Debit Card,9,0.95,17791
10706,135,389,Credit Card,10,0.03,3889
10707,428,422,E-Wallet,4,0.94,11929
10708,370,741,Credit Card,9,0.02,15580
10709,776,517,Debit Card,3,0.97,6047
10710,219,659,Bank Transfer,14,0.99,19792
10711,952,751,E-Wallet,7,0.54,14635
10712,741,641,Credit Card,9,0.79,18001
10713,471,358,E-Wallet,3,0.9,19676
10714,931,548,E-Wallet,7,0.06,14331
10715,52,659,Debit Card,1,0.27,9795
10716,190,548,E-Wallet,0,0.9,5245
10717,851,729,E-Wallet,0,0.06,9179
10718,803,744,Credit Card,9,0.49,14191
10719,427,549,E-Wallet,0,0.06,15060
10720,133,576,E-Wallet,2,0.6,15451
10721,119,592,Debit Card,7,0.48,14367
10722,523,765,Debit Card,9,0.13,9580
10723,837,365,E-Wallet,10,0.39,15965
10724,138,581,Credit Card,1,0.45,19642
10725,30,612,Credit Card,14,0.1,8181
10726,806,389,Debit Card,11,0.38,13155
10727,78,616,Bank Transfer,11,0.15,9423
10728,832,456,Credit Card,1,0.85,14289
10729,483,625,E-Wallet,12,0.66,7748
10730,424,696,E-Wallet,9,0.16,2780
10731,467,728,Credit Card,3,0.86,14394
10732,434,364,Bank Transfer,3,0.88,2445
10733,338,490,Debit Card,6,0.68,17699
10734,788,715,E-Wallet,11,0.35,16606
10735,55,439,Credit Card,6,0.98,8700
10736,67,693,Debit Card,11,0.49,13498
10737,150,610,Debit Card,4,0.42,10803
10738,107,489,Debit Card,13,0.76,6389
10739,626,535,Bank Transfer,5,0.74,17819
10740,818,715,E-Wallet,13,0.36,12079
10741,75,738,E-Wallet,9,0.9,14221
10742,447,810,E-Wallet,10,0.33,9907
10743,612,654,Debit Card,4,0.77,18907
10744,858,683,Debit Card,3,0.65,5819
10745,470,484,Credit Card,4,0.75,4282
10746,510,350,Bank Transfer,4,0.19,16028
10747,41,307,Credit Card,4,0.68,8983
10748,326,642,Bank Transfer,6,0.37,15551
10749,606,398,Debit Card,6,0.39,14519
10750,989,774,Debit Card,10,0.7,16465
10751,807,624,Bank Transfer,7,0.02,12582
10752,202,673,Credit Card,10,0.31,1783
10753,80,447,E-Wallet,11,0.4,12337
10754,685,543,E-Wallet,13,0.8,5126
10755,545,631,Credit Card,10,0.6,6924
10756,556,530,Credit Card,2,0.06,10483
10757,562,710,Debit Card,13,0.31,18177
10758,430,517,Debit Card,12,0.69,3008
10759,104,738,Bank Transfer,1,0.48,2698
10760,473,696,E-Wallet,14,0.34,8846
10761,460,836,Debit Card,9,0.13,4093
10762,318,714,Credit Card,12,0.71,7219
10763,818,708,Bank Transfer,2,0.35,6810
10764,420,570,Bank Transfer,6,0.6,11245
10765,862,602,Credit Card,8,0.51,15907
10766,268,770,Credit Card,6,0.32,4188
10767,861,468,Bank Transfer,4,0.47,17211
10768,284,816,Debit Card,8,0.38,16755
10769,945,716,Bank Transfer,4,0.96,11554
10770,446,765,E-Wallet,4,0.25,10748
10771,625,650,Bank Transfer,3,0.48,19509
10772,303,600,Bank Transfer,9,0.7,3508
10773,313,368,E-Wallet,10,0.51,6658
10774,888,440,Debit Card,2,0.59,10420
10775,398,670,E-Wallet,8,0.12,3787
10776,493,572,Bank Transfer,4,0.35,19697
10777,156,655,E-Wallet,4,0.81,16557
10778,670,539,Debit Card,3,0.58,16525
10779,916,380,Debit Card,2,0.82,7816
10780,800,641,Bank Transfer,6,0.79,19027
10781,913,803,Credit Card,12,0.29,12589
10782,653,506,E-Wallet,4,0.15,14488
10783,607,365,E-Wallet,5,0.07,3689
10784,579,806,E-Wallet,3,0.63,4334
10785,838,621,Debit Card,7,0.13,8476
10786,692,696,Debit Card,13,0.45,3082
10787,134,633,E-Wallet,9,0.03,5229
10788,589,649,Bank Transfer,0,0.72,15262
10789,755,712,Credit Card,3,0.68,7760
10790,285,383,Debit Card,2,0.54,7717
10791,244,567,Credit Card,10,0.76,13678
10792,81,753,Credit Card,13,0.19,11839
10793,835,580,Credit Card,8,0.49,12546
10794,796,557,E-Wallet,13,0.32,4080
10795,111,317,Bank Transfer,2,0.22,13844
10796,585,831,Credit Card,0,0.64,11006
10797,549,538,Credit Card,2,0.08,16802
10798,425,432,Bank Transfer,5,0.53,2941
10799,897,515,Bank Transfer,13,0.53,8919
10800,300,686,Bank Transfer,3,0.67,5779
10801,357,788,Bank Transfer,3,0.43,6273
10802,841,835,Credit Card,12,0.71,15291
10803,679,721,Bank Transfer,11,0.65,13747
10804,538,600,E-Wallet,0,0.82,2197
10805,548,464,E-Wallet,12,0.39,16593
10806,971,669,Bank Transfer,10,0.46,15262
10807,925,505,Debit Card,12,0.67,9148
10808,990,387,Bank Transfer,4,0.95,16254
10809,833,652,Bank Transfer,5,0.01,12860
10810,666,520,E-Wallet,8,0.54,1141
10811,481,807,E-Wallet,6,0.28,6486
10812,776,457,Debit Card,6,0.39,5766
10813,862,370,Bank Transfer,3,0.76,9302
10814,860,598,Debit Card,7,0.12,13779
10815,674,480,Bank Transfer,3,0.67,14124
10816,591,782,E-Wallet,4,0.82,19712
10817,175,707,Credit Card,6,0.23,2729
10818,194,766,Debit Card,4,0.23,5212
10819,950,809,Credit Card,1,0.08,17402
10820,614,514,Bank Transfer,4,0.06,5091
10821,900,514,E-Wallet,14,0.8,12413
10822,899,770,Bank Transfer,0,0.16,18095
10823,852,529,Bank Transfer,5,0.36,11088
10824,780,488,Bank Transfer,12,0.14,4329
10825,318,811,Credit Card,3,0.25,10882
10826,972,326,E-Wallet,3,0.67,11158
10827,40,335,Debit Card,4,0.68,4935
10828,690,322,E-Wallet,7,0.91,9291
10829,714,696,E-Wallet,6,0.43,18047
10830,242,845,Credit Card,7,0.73,13982
10831,592,324,Credit Card,10,0.28,2723
10832,131,544,Credit Card,13,0.48,11503
10833,167,592,Credit Card,8,0.56,10857
10834,340,720,Credit Card,11,0.53,11053
10835,862,495,E-Wallet,3,0.14,12534
10836,953,380,Credit Card,4,0.18,19189
10837,507,774,E-Wallet,12,0.46,13491
10838,320,608,E-Wallet,12,0.16,6009
10839,611,321,Credit Card,8,0.58,5014
10840,771,847,Bank Transfer,7,0.7,14171
10841,379,485,Credit Card,0,0.32,14205
10842,389,547,Bank Transfer,12,0.83,6014
10843,577,798,E-Wallet,13,0.53,4670
10844,616,361,E-Wallet,8,0.27,4632
10845,142,341,E-Wallet,5,0.49,9139
10846,66,753,Bank Transfer,10,0.44,18281
10847,243,376,Bank Transfer,9,0.78,11797
10848,951,469,Credit Card,4,0.41,7494
10849,280,314,E-Wallet,9,0.48,4514
10850,251,505,E-Wallet,1,0.33,12565
10851,664,646,Debit Card,0,0.29,10318
10852,355,709,Credit Card,11,0.35,11066
10853,198,302,Credit Card,5,0.07,16700
10854,400,561,Debit Card,8,1,3299
10855,166,627,Debit Card,13,0.74,14185
10856,442,529,E-Wallet,13,0.73,14676
10857,127,497,Debit Card,4,0.52,1903
10858,627,563,Credit Card,9,0.73,2017
10859,810,653,Credit Card,8,0.71,13058
10860,403,468,E-Wallet,12,0.47,19661
10861,698,803,Bank Transfer,7,0.31,10325
10862,973,569,Debit Card,11,0.02,8522
10863,172,785,Bank Transfer,5,0.8,17573
10864,931,706,Credit Card,2,0.8,14896
10865,449,530,Bank Transfer,0,0.5,18711
10866,526,616,E-Wallet,3,0.58,10184
10867,685,415,Debit Card,3,0.33,19654
10868,379,427,E-Wallet,10,0.91,2812
10869,887,574,Bank Transfer,11,0.11,10182
10870,654,358,Bank Transfer,2,0.81,13119
10871,752,751,Bank Transfer,13,0,11446
10872,617,770,Bank Transfer,4,0.41,18932
10873,236,793,E-Wallet,7,0.54,16704
10874,453,616,Credit Card,4,0.49,6863
10875,990,791,Credit Card,3,0.53,10771
10876,391,469,Credit Card,13,0.31,10502
10877,336,758,E-Wallet,2,0.83,13892
10878,926,480,Debit Card,8,0.46,10823
10879,780,557,E-Wallet,5,0.9,6814
10880,279,669,Debit Card,9,0.77,6226
10881,915,615,E-Wallet,6,0.77,13068
10882,592,553,E-Wallet,12,0.13,2015
10883,85,676,Debit Card,5,0.07,6474
10884,111,746,E-Wallet,3,0.96,6836
10885,678,418,Credit Card,14,0.44,11869
10886,340,535,E-Wallet,10,0.62,1921
10887,748,780,E-Wallet,0,0.79,12043
10888,831,724,Bank Transfer,7,0.17,15685
10889,700,730,Bank Transfer,3,0.83,12725
10890,540,648,E-Wallet,14,0.06,1732
10891,830,682,Debit Card,7,0.35,17006
10892,762,467,Bank Transfer,13,0.99,11919
10893,456,814,Credit Card,11,0.74,12680
10894,882,462,Bank Transfer,10,0.68,7400
10895,929,451,E-Wallet,8,0.5,3579
10896,347,745,Debit Card,1,0.18,2570
10897,17,697,Credit Card,10,0.02,5725
10898,716,714,Debit Card,7,0.62,1762
10899,435,545,E-Wallet,0,0.38,2349
10900,628,580,Bank Transfer,13,0.92,16455
10901,452,498,Credit Card,1,0.91,17448
10902,416,493,Debit Card,8,0.75,8685
10903,929,644,E-Wallet,5,0.5,18013
10904,101,485,Bank Transfer,4,0.91,17440
10905,436,684,Debit Card,10,0.9,12310
10906,797,728,E-Wallet,2,0.33,10239
10907,863,461,E-Wallet,2,1,2300
10908,887,815,Debit Card,13,0.63,1493
10909,987,768,Debit Card,11,0.6,12973
10910,948,555,Credit Card,11,0.44,2503
10911,384,778,Debit Card,8,0.07,1175
10912,968,304,Debit Card,6,0.77,11748
10913,954,538,E-Wallet,5,0.16,11622
10914,597,481,E-Wallet,9,0.68,3142
10915,352,788,Bank Transfer,0,0.3,11502
10916,146,758,E-Wallet,13,0.25,16331
10917,206,639,Bank Transfer,7,0.59,15075
